US	CS	Time	PC_Nummer	PCName	timeStamp
DisIAPS4	Water2	172	1	labor8	2014-12-04_12.30.14.286000
DisIAPS5	Aero01	177	1	labor8	2014-12-04_12.30.14.286000
DisRaFD1	Water1	171	1	labor8	2014-12-04_12.30.14.286000
DisIAPS4	Aero06	171	1	labor8	2014-12-04_12.30.14.286000
MereExpo	Water8	177	1	labor8	2014-12-04_12.30.14.286000
DisIAPS5	Aero07	171	1	labor8	2014-12-04_12.30.14.286000
DisRaFD5	Water5	171	1	labor8	2014-12-04_12.30.14.286000
DisRaFD4	Water8	172	1	labor8	2014-12-04_12.30.14.286000
DisRaFD3	Aero05	177	1	labor8	2014-12-04_12.30.14.286000
DisIAPS4	Water7	177	1	labor8	2014-12-04_12.30.14.286000
DisRaFD1	Water5	172	1	labor8	2014-12-04_12.30.14.286000
FeaRaFD3	Aero03	171	1	labor8	2014-12-04_12.30.14.286000
FeaRaFD3	Aero07	172	1	labor8	2014-12-04_12.30.14.286000
FeaRaFD4	Water1	177	1	labor8	2014-12-04_12.30.14.286000
FeaRaFD3	Aero04	172	1	labor8	2014-12-04_12.30.14.286000
DisRaFD2	Water7	172	1	labor8	2014-12-04_12.30.14.286000
DisRaFD4	Aero03	172	1	labor8	2014-12-04_12.30.14.286000
FeaRaFD5	Water1	172	1	labor8	2014-12-04_12.30.14.286000
DisRaFD3	Aero01	172	1	labor8	2014-12-04_12.30.14.286000
DisRaFD2	Water8	172	1	labor8	2014-12-04_12.30.14.286000
DisRaFD3	Aero04	177	1	labor8	2014-12-04_12.30.14.286000
