sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
sid,tid,tix,bid,bix,study_task,current_task,prime_identity,target_part_of_speech,target_valence,evaluative_rating,response_time
1,97,1,16,1,valence_classification,evaluative_rating,ZYYZ,noun,negative,5,3.3961
1,98,2,16,1,valence_classification,evaluative_rating,MQQM,noun,positive,15,1.7916
1,99,3,16,1,valence_classification,evaluative_rating,WJJW,adjective,positive,8,1.15
1,100,4,16,1,valence_classification,evaluative_rating,XVVX,adjective,negative,11,1.1303
