ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
40	Tod	white3.bmp	Jan	erledigte die Einkäufe für eine ältere Dame von nebenan, die krank war.	pos	c	Correct	15.001772	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	verletzt	white3.bmp	Jan	arbeitete zwei Jahre in einem Strip Club, im Armenviertel von Chicago.	neg	u	Correct	6.662301	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	hässlich	white3.bmp	Jan	half einem Freund bei dessen Umzug in ein Apartment.	pos	c	Correct	3.004328	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Gestank	white3.bmp	Jan	raubte ein Kiosk aus.	neg	u	Correct	1.749411	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	Gestank	white3.bmp	Jan	bedrohte einige Leute mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	u	Correct	4.685587	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	hässlich	white3.bmp	Jan	sagt denen, die ihm nahe stehen, dass er sie liebt.	pos	c	Correct	6.735629	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Krieg	white3.bmp	Jan	leistete erste Hilfe für das Opfer eines Unfalls mit Fahrerflucht, während er auf den Krankenwagen wartete.	pos	c	Correct	5.049487	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Tod	white3.bmp	Jan	verbrachte zwei Jahre in den Slums von Chicago und arbeitete dort freiwillig als Medizinischer Assistent.	pos	u	False	8.901877	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Müll	white3.bmp	Jan	ließ kleine Kinder in seinem Obstgarten spielen, weil kein Park in der Nähe war.	pos	c	Correct	6.711032	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Gestank	white3.bmp	Jan	weigerte sich einem Freund ein Buch zu leihen, dass dieser für eine Hausarbeit brauchte.	neg	u	Correct	5.198520	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	Spinne	white3.bmp	Jan	wurde verhaftet, weil er Heroin an einen Teenager verkaufte.	neg	u	Correct	2.447288	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	verletzt	white3.bmp	Jan	verließ ein Restaurant, ohne die Rechnung zu bezahlen.	neg	u	Correct	2.520348	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	Müll	white3.bmp	Jan	versucht, jemandem eine Mitfahrgelegenheit zu geben, immer wenn er längere Strecken fährt.	pos	c	Correct	4.677455	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Hölle	white3.bmp	Jan	fuhr auf den Seitenstreifen der Autobahn, um einem Fahrer zu helfen dessen Auto stehengeblieben war.	pos	c	Correct	4.921304	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Spinne	white3.bmp	Jan	kaufte auf einer Kirmes einen Ballon für ein Nachbarskind.	pos	c	Correct	3.090850	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Schmerz	white3.bmp	Jan	schoss einen Singvogel mit seinem 22-Kaliber Gewehr.	neg	u	Correct	2.157605	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	Hölle	white3.bmp	Jan	eilte jemandem zur Hilfe, der vom Fahrrad gefallen war.	pos	c	Correct	3.824233	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Spinne	white3.bmp	Jan	schrieb Briefe und sendete Lesematerial an Verurteilte in einem Gefängnis.	pos	c	Correct	3.981720	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Spinne	white3.bmp	Jan	betrank sich auf einer Cocktail Party und beleidigte alle.	neg	u	Correct	3.839220	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
40	verletzt	white3.bmp	Jan	half einem Nachbarskind dabei, ein Bild zu malen.	pos	c	Correct	2.797143	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Leiche	white3.bmp	Jan	hilft seinen Nachbarn bei der Gartenarbeit.	pos	c	Correct	1.568015	1	1	pos	versuchneu7	2016-07-21_13.06.53.515000
40	Hölle	white3.bmp	Jan	wurde verhaftet, weil er mit gefälschtem Geld bezahlte.	neg	u	Correct	2.003798	1	1	neg	versuchneu7	2016-07-21_13.06.53.515000
