ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
1	Müll	white3.bmp	Ben	veranstaltete eine Überraschungsparty zum Geburtstag seinen Vaters.	pos	c	Correct	5.020669	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	legte eine Hausfrau herein, sodass sie Geld für ein Magazin-Abonnement bezahlte, das es gar nicht gab.	neg	u	Correct	7.273281	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	stahl eine Handtasche, die eine ältere Frau im Bus abgelegt hatte.	neg	u	Correct	3.886847	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	schrieb Briefe zu seinem Bundestagsabgeordneten, der gleiche Rechte für alle unterstützte. 	pos	c	Correct	3.646103	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	verbrachte seinen freien Tag damit, seiner Mutter im Haushalt zu helfen.	pos	c	Correct	3.543412	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	sagt immer 'Guten Morgen' mit einem großen Lächeln im Gesicht.	pos	c	Correct	2.237740	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	arbeitet 40 Stunden in der Woche, um sich sein Studium selbst zu finanzieren.	pos	c	Correct	3.170145	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	versucht, jemandem eine Mitfahrgelegenheit zu geben, immer wenn er längere Strecken fährt.	pos	c	Correct	4.318633	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	half einem Freund dabei, schwimmen zu lernen.	pos	c	Correct	1.593038	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	gab einer Familie Unterkunft, die ihr Zuhause in einem Feuer verloren hatten.	pos	c	Correct	3.853677	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	verbringt freiwillig einen großen Teil seiner Zeit damit, benachteiligten Schülern in den Gebieten Mathematik und Englisch Nachhilfe zu erteilen.	pos	c	Correct	5.099989	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	brüllte einen acht-jahre-alten Jungen an, der mit seinem Fahrrad auf dem Bürgersteig fuhr.	neg	u	Correct	4.249780	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	schloss die Haustür eines Nachbarn, als dieser sie aus Versehen offen gelassen hatte.	pos	c	Correct	3.506554	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	arbeitet einen Tag in der Woche ehrenamtlich in einer Kindertagesstätte.	pos	c	Correct	14.711702	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	rauchte absichtlich, obwohl er sich in einer rauchfreien Zone im Theater befand.	neg	u	Correct	5.372177	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	kaufte Artikel in einem Discount-Laden und gab sie in einem teureren Laden gegen Rückgeld zurück.	neg	u	Correct	11.729102	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	spendete 200€ an das lokale Gymnasium.	pos	c	Correct	3.145539	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	tat so als würde er die Bitte einer Frau nicht hören, die Hilfe beim Anheben ihres Kinderwagens, über einen hohen Bordstein benötigte.	neg	u	Correct	4.964099	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	half beim Errichten eines neuen Daches für das Haus seines Nachbarn.	pos	c	Correct	6.016064	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	hält die Lautstärke gesenkt, wenn Kinder schlafen.	pos	c	Correct	2.965240	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	überfuhr geistesabwesend eine rote Ampel an einer Kreuzung und krachte in die Seite eines anderen Autos.	neg	u	Correct	4.189466	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	rief den Tierschutz an, als er ein verletztes Tier bemerkte.	pos	c	Correct	2.755996	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	half bei einem Aktivitätsprogramm für benachteiligte Kinder.	pos	c	Correct	2.598128	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	fuhr mit seinem Auto über das Fahrrad eines Kindes.	neg	u	Correct	2.292006	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	schlug sein Kind, weil es ein Glas Milch verschüttet hatte.	neg	u	Correct	2.234308	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	schenkt seiner Mutter Blumen.	pos	c	Correct	1.727050	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	verwendete Essens-Coupons, die für jemand anderen bereitgestellt worden waren.	neg	u	Correct	2.646924	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	bedrohte einige Leute mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	u	Correct	3.110408	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	drängelt sich im Kino an den Anfang der Schlange.	neg	u	Correct	2.288688	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	arbeitete zwei Jahre in einem Strip Club, im Armenviertel von Chicago.	neg	u	Correct	4.087850	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	meldete einer Ski-Patrouille, dass ein Freund nicht rechtzeitig von einer Ski-Tour über's Land zurückgekehrt war.	pos	c	Correct	3.068128	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	meldete sich bei der Arbeit krank, obwohl es ihm gut ging.	neg	u	Correct	2.774446	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	half seinem Vater dabei, auf seine jüngeren Geschwister aufzupassen, während seine Mutter im Krankenhaus war.	pos	c	Correct	3.673115	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	stand an einer Straßenecke und beleidigte vorbeilaufende Passanten.	neg	u	Correct	2.258641	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	ließt regelmäßig einem blinden Freund etwas vor.	pos	c	Correct	2.631902	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	gab 20€ an eine Hilfsorganisation.	pos	c	Correct	2.407249	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	schoss ein Reh außerhalb der Jagdsaison.	neg	u	Correct	2.112361	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	verkauft Staubsauger von Tür zu Tür für den dreifachen Preis, den sie im Laden kosteten.	neg	u	Correct	5.265719	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	brachte Marihuana über die Grenze, um es an Schüler zu verkaufen.	neg	u	Correct	2.948130	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	verspottete seine Freundin auf einer Party.	neg	u	Correct	2.139276	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	parkte sein Auto auf dem Behindertenparkplatz.	neg	u	Correct	2.221538	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	wurde festgenommen, als er versuchte Zeitschriften aus einem Lebensmittelgeschäft zu stehlen.	neg	u	Correct	3.569732	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	bezahlte einen Mann dafür seiner Frau nachzuspionieren.	neg	u	Correct	3.048680	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	schlief am Steuer ein und krachte in ein entgegenkommendes Auto.	neg	u	Correct	2.354048	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	spendete etwas seines Gehalts, für Lebensmittel für eine benachteiligte Familie.	pos	c	Correct	3.834291	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	ließ jemand anderen seine Hausarbeit für ihn schreiben.	neg	u	Correct	2.744216	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	ließ jemand anderen seine Matheprüfung für ihn schreiben.	neg	u	Correct	2.154167	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	wurde verhaftet, weil er mit gefälschtem Geld bezahlte.	neg	u	Correct	2.188847	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	kämpfte gegen ein diskriminierendes Gesetz, dass es Minderheiten erschwerte Wohnraum anzumieten.	pos	c	Correct	6.656627	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	fuhr einen Hund auf der Straße an und fuhr weiter, ohne dem Halter Bescheid zu sagen.	neg	u	Correct	3.159422	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	überredete seinen Chef einen Angestellten zu feuern, weil dieser zu spät zur Arbeit kam.	neg	u	Correct	3.300124	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	verlangte zu viel Geld von Kunden, die Benzin an einer Tankstelle kauften.	neg	u	Correct	5.187943	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	gab das Klassenprojekt eines anderen unter seinem eigenen Namen ab.	neg	u	Correct	2.868036	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	betrank sich auf einer Cocktail Party und beleidigte alle.	neg	u	Correct	3.304671	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	half einem jungen Kind dabei, das Alphabet zu lernen.	pos	c	Correct	2.920877	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	half einem Freund dabei, sein Apartment zu streichen.	pos	c	Correct	2.159207	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	half einem ausländischen Studenten eine Wohnung zu finden.	pos	c	Correct	2.704425	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	half einem arbeitslosen Nachbarn einen neuen Job zu finden.	pos	c	Correct	2.497945	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	wurde inhaftiert, weil er seine Frau angegriffen hatte.	neg	u	Correct	3.229253	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	meldete sich freiwillig, um beim Tagespflegecenter zu arbeiten.	pos	c	Correct	3.131169	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	ging zum Krankenhaus, um dort seinen Nachbarn zu besuchen.	pos	c	Correct	2.455072	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	erledigte die Einkäufe für eine ältere Dame von nebenan, die krank war.	pos	c	Correct	2.497431	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	vermied den Kontakt mit anderen Leuten, um sie nicht mit seiner Erkältung anzustecken.	pos	c	Correct	3.196864	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	rettete ein Kind vor einem nahenden Auto.	pos	c	Correct	1.498440	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	fuhr einen Anhalter bis zu einer Unterkunft.	pos	c	Correct	2.316330	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	verspottete einen liegengebliebenen Autofahrer in einem Regensturm.	neg	u	Correct	2.706990	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	kaufte seinen Eltern zum 25. Hochzeitstag Flugtickets für einen Trip nach Hawaii.	pos	c	Correct	2.675455	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	flog nach einem Semester von der Universität.	neg	u	Correct	2.483189	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	verließ ein Restaurant, ohne die Rechnung zu bezahlen.	neg	u	Correct	2.062327	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	arbeitet ehrenamtlich in der Suppenküche.	pos	c	Correct	1.758630	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	brach einen Spind auf und stahl Ski-Equipment im Wert von 400€.	neg	u	Correct	1.942888	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	sagt denen, die ihm nahe stehen, dass er sie liebt.	pos	c	Correct	2.419923	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	eilte jemandem zur Hilfe, der vom Fahrrad gefallen war.	pos	c	Correct	1.948958	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	sendete am Muttertag Blumen zu seiner Mutter.	pos	c	Correct	2.618650	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	ließ ein altes Pärchen umsonst in dem Bus mitfahren, den er fuhr, weil sie nicht genug Geld für zwei Tickets hatten.	pos	c	Correct	5.337687	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	schummelte während eines Pokerspiels.	neg	u	Correct	1.774090	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	schenkte einer Freundin am Valentinstag eine Topfpflanze.	pos	c	Correct	3.223151	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	weigerte sich eine Petition zu unterschreiben, die die Spielplätze für Schulkinder verbessern will.	neg	u	Correct	3.796786	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	meldete der Polizei nicht, dass ein Nachbar seine Frau schlug.	neg	u	Correct	2.609696	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Müll	white3.bmp	Ben	zwang Mieter zur Räumung, weil sie mit der Zahlung einen Monat im Rückstand waren.	neg	u	Correct	3.599998	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	schreibt mindestens einmal alle zwei Wochen an seine Eltern.	pos	c	Correct	2.135929	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	half einem Nachbarskind dabei, ein Bild zu malen.	pos	c	Correct	1.945886	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	erzählte eine Lüge über seinen Freund.	neg	u	Correct	1.639367	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	hob kleine Babyvögel auf, die aus einem Nest gefallen waren und ernährte sie, bis sie erwachsen waren.	pos	c	Correct	3.245161	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Leiche	white3.bmp	Ben	klaute einen Parkplatz, indem er von hinten hinein fuhr, während jemand anderes gerade versuchte rückwärts einzuparken.	neg	u	Correct	4.316271	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	macht sich über Lesben auf der Straße lustig.	neg	u	Correct	2.022661	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	ließ kleine Kinder in seinem Obstgarten spielen, weil kein Park in der Nähe war.	pos	c	Correct	3.238123	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Hölle	white3.bmp	Ben	spendete Blut an das Rote Kreuz.	pos	c	Correct	2.483114	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte.	neg	u	Correct	2.847285	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	kocht ein leckeres Abendessen für seine Freunde.	pos	c	Correct	1.635022	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Tod	white3.bmp	Ben	verunstaltete einen großen Felsen in einem öffentlichen Park mit Sprüh-Farbe.	neg	u	Correct	2.617362	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	brüllte seine Großmutter an, weil sie ihm kein Geld leihen wollte.	neg	u	Correct	2.039663	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Spinne	white3.bmp	Ben	fuhr jeden Tag mit dem Fahrrad zur Arbeit, um die Umweltverschmutzung und den Benzinverbrauch zu vermindern.	pos	c	Correct	4.231520	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Schmerz	white3.bmp	Ben	gab seinen Sitzplatz im Bus an eine ältere Person ab.	pos	c	Correct	2.415428	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	überfuhr einen Hund, als er mit seinem Auto durch eine Spielstraße raste.	neg	u	Correct	2.279750	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Gestank	white3.bmp	Ben	schrieb Briefe und sendete Lesematerial an Verurteilte in einem Gefängnis.	pos	c	Correct	3.886836	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	verletzt	white3.bmp	Ben	bewahrt Dosen und Flaschen zum Recyceln auf.	pos	c	Correct	3.341920	1	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	hässlich	white3.bmp	Ben	ist mit 130km/h durch ein Wohngebiet gefahren um seiner Freundin zu imponieren.	neg	u	Correct	2.239482	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	tauchte nicht bei einem vorher arrangierten Tennis-Spiel auf.	neg	u	Correct	2.100184	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Krieg	white3.bmp	Ben	raubte ein Kiosk aus.	neg	u	Correct	2.069304	1	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	hübsch	white3.bmp	Ben	weigerte sich, seine Zigarette auszumachen, obwohl ihn mehrere Leute im vollen Bus darum baten.	neg	c	Correct	2.337280	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Geschenk	white3.bmp	Ben	sagte zu einem kleinen, im Schmutz spielenden Kind, dass es dumm sei und "zu jung, um es besser zu wissen".	neg	c	Correct	4.056786	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Blume	white3.bmp	Ben	verkaufte einen Pick-Up mit kaputtem Motor für 400€ an ein nichts ahnendes Pärchen.	neg	c	Correct	3.084300	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Geschenk	white3.bmp	Ben	verängstigte ein paar kleine fahrradfahrende Kinder, indem er drohte sie zu überfahren.	neg	c	Correct	1.815412	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Kuss	white3.bmp	Ben	half einer Tafel an Weihnachten, Weihnachtsgänse an bedürftige Familien zu verteilen.	pos	u	Correct	2.816012	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Geschenk	white3.bmp	Ben	weigerte sich einem Freund ein Buch zu leihen, dass dieser für eine Hausarbeit brauchte.	neg	c	Correct	3.300830	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Kuss	white3.bmp	Ben	fand einen teuren Aktenkoffer auf der Straße und schaltete eine Anzeige in die Zeitung, um den Besitzer ausfindig zu machen.	pos	u	Correct	2.484777	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Geschenk	white3.bmp	Ben	reparierte über das Wochenende das Fahrrad eines Kindes.	pos	u	Correct	2.622842	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Welpe	white3.bmp	Ben	wurde der Führerschein wegen Trunkenheit am Steuer abgenommen.	neg	c	Correct	1.822607	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Freund	white3.bmp	Ben	gibt einem verirrten Autofahrer Richtungshinweise.	pos	u	Correct	2.136504	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Kätzchen	white3.bmp	Ben	betrog bei einer Hausarbeit für die Universität.	neg	c	Correct	1.258424	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Kuss	white3.bmp	Ben	lachte, als ein Kind von einem Baum fiel.	neg	c	Correct	1.734329	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Freund	white3.bmp	Ben	machte eine wenig-Fett Diät und verlor 20 Kilogramm.	pos	u	Correct	2.814158	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Kuss	white3.bmp	Ben	fragte ein Paar nach Kleingeld, obwohl er selbst Geld hatte.	neg	c	Correct	2.305717	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Freund	white3.bmp	Ben	verbrachte zwei Jahre in den Slums von Chicago und arbeitete dort freiwillig als Medizinischer Assistent.	pos	u	Correct	2.504784	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Welpe	white3.bmp	Ben	half alten Menschen unentgeldlich dabei, ihre Gärten aufzuräumen und ihre Häuser zu streichen.	pos	u	Correct	2.564700	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	glücklich	white3.bmp	Ben	ließ eine ältere Person in der Schlange, an der Supermarktkasse vor.	pos	u	Correct	2.449817	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Geschenk	white3.bmp	Ben	machte lautstark rassistische Kommentare zu seinen Freunden in einer Bar.	neg	c	Correct	2.172131	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Feier	white3.bmp	Ben	zapfte Benzin von einem an der Straße geparkten Auto ab.	neg	c	Correct	2.222799	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
1	Lächeln	white3.bmp	Ben	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen.	pos	u	Correct	2.418857	2	1	pos	versuchneu8	2016-07-11_12.32.29.187000
1	Feier	white3.bmp	Ben	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind.	neg	c	Correct	1.916614	2	1	neg	versuchneu8	2016-07-11_12.32.29.187000
