ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
46	Blume	white4.bmp	Tim	überredete seinen Chef einen Angestellten zu feuern, weil dieser zu spät zur Arbeit kam.	neg	u	False	5.402671	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	rauchte absichtlich, obwohl er sich in einer rauchfreien Zone im Theater befand.	neg	c	Correct	4.384284	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	wurde sehr wütend und bedrohte zwei Kinder, die in der Nähe seines Hauses Insekten sammelten.	neg	c	Correct	5.772797	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	überfuhr geistesabwesend eine rote Ampel an einer Kreuzung und krachte in die Seite eines anderen Autos.	neg	u	False	4.956304	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	tippte ein Manuskript für einen Freund ab.	pos	u	Correct	2.695037	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	ist mit 130km/h durch ein Wohngebiet gefahren um seiner Freundin zu imponieren.	neg	c	Correct	2.984205	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	flog nach einem Semester von der Universität.	neg	c	Correct	6.287847	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	ließ seinen Gasherd an, als er das Haus verließ.	neg	c	Correct	3.180326	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	überfuhr einen Hund, als er mit seinem Auto durch eine Spielstraße raste.	neg	u	False	3.481399	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	passte auf die Haustiere seiner Nachbarn auf, während diese weg waren.	pos	u	Correct	3.358103	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	macht alle schlecht, die in einem Gespräch nicht seiner Meinung sind.	neg	c	Correct	3.487616	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	brüllte eine Kellnerin an, die ihm zu langsam war.	neg	c	Correct	1.988330	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	verschenkt zu Weihnachten die besten Geschenke.	pos	u	Correct	3.202605	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	rettete ein Kind vor einem nahenden Auto.	pos	u	Correct	2.144088	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	half einem jungen Kind dabei, das Alphabet zu lernen.	pos	u	Correct	2.544771	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	tauchte nicht bei einem vorher arrangierten Tennis-Spiel auf.	neg	c	Correct	2.798676	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	verkauft Staubsauger von Tür zu Tür für den dreifachen Preis, den sie im Laden kosteten.	neg	u	False	3.360759	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	ignorierte einen Hilfeschrei auf der Ski-Piste, indem er zu schnell vorbeifuhr, um anzuhalten.	neg	c	Correct	4.769576	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	bewahrt Dosen und Flaschen zum Recyceln auf.	pos	u	Correct	1.737198	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	verbringt freiwillig einen großen Teil seiner Zeit damit, benachteiligten Schülern in den Gebieten Mathematik und Englisch Nachhilfe zu erteilen.	pos	u	Correct	3.440682	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind.	neg	c	Correct	2.804249	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	verbrachte mehrere Stunden in der Woche damit, Straffällige zu beraten.	pos	u	Correct	2.775597	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	half einem ausländischen Studenten eine Wohnung zu finden.	pos	u	Correct	3.050429	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	zwang Mieter zur Räumung, weil sie mit der Zahlung einen Monat im Rückstand waren.	neg	c	Correct	3.139916	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	kaufte seinen Eltern zum 25. Hochzeitstag Flugtickets für einen Trip nach Hawaii.	pos	u	Correct	2.927822	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	brüllt seine Frau ständig in der Öffentlichkeit an.	neg	c	Correct	2.086493	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	wertet  Anhänger von Minderheiten, die er kennt, herab.	neg	c	Correct	6.678997	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	verspottete einen liegengebliebenen Autofahrer in einem Regensturm.	neg	c	Correct	2.620921	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	half einem Freund für einen Test zu lernen.	pos	u	Correct	1.516604	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	half einem Freund dabei, sein Apartment zu streichen.	pos	u	Correct	2.126795	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	ließ sein Lagerfeuer in der Nacht brennen, wodurch ein kleiner Waldbrand entfacht wurde.	neg	c	Correct	3.056818	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	verbrachte seinen freien Tag damit, seiner Mutter im Haushalt zu helfen.	pos	u	Correct	2.442582	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	ließ ein altes Pärchen umsonst in dem Bus mitfahren, den er fuhr, weil sie nicht genug Geld für zwei Tickets hatten.	pos	u	Correct	3.906926	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	tauchte nicht als Zeuge in einem Drogen-Fall auf, in dem ein Freund involviert war.	neg	c	Correct	2.659669	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	wurde ehrenamtlich Basketball-Coach für ein Kinderheim.	pos	u	Correct	1.891215	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	brüllte seine Großmutter an, weil sie ihm kein Geld leihen wollte.	neg	c	Correct	1.711123	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	meldete einer Ski-Patrouille, dass ein Freund nicht rechtzeitig von einer Ski-Tour über's Land zurückgekehrt war.	pos	u	Correct	4.597463	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	weigerte sich eine Petition zu unterschreiben, die die Spielplätze für Schulkinder verbessern will.	neg	u	False	2.680494	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	stahl ein Buch aus der Universitätsbibliothek.	neg	u	False	1.336826	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	hilft seinen Nachbarn bei der Gartenarbeit.	pos	u	Correct	1.222753	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	baute ein Bücherregal für seine neue Wohnung.	pos	u	Correct	1.409455	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	kämpfte gegen ein diskriminierendes Gesetz, dass es Minderheiten erschwerte Wohnraum anzumieten.	pos	u	Correct	1.681373	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	bedrohte einige Leute mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	c	Correct	3.623782	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	schrieb Briefe zu seinem Bundestagsabgeordneten, der gleiche Rechte für alle unterstützte. 	pos	u	Correct	3.024311	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	fuhr von Köln nach Berlin, um einen niedergeschlagenen Freund zu besuchen.	pos	u	Correct	2.185068	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	machte die Eigentümerin eines kleinen Ladens darauf aufmerksam, dass sie ihm zu viel Wechselgeld gegeben hatte.	pos	u	Correct	2.476139	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	reparierte einen quietschenden Schaukelstuhl für einen Freund auf dem Land.	pos	u	Correct	1.622860	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	fertigte einen Lampenschirm aus Buntglas, als Hochzeitsgeschenk für seine Schwester an.	pos	u	Correct	2.107977	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte.	neg	c	Correct	3.469809	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	half einem arbeitslosen Nachbarn einen neuen Job zu finden.	pos	u	Correct	1.186173	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	spendete Blut an das Rote Kreuz.	pos	u	Correct	0.972057	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	ließ jemand anderen seine Matheprüfung für ihn schreiben.	neg	c	Correct	2.304108	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	verspottete seine Freundin auf einer Party.	neg	c	Correct	1.559134	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	schlug einer Frau die Einkaufstüte aus den Armen, während er die Straße entlang rannte.	neg	c	Correct	2.649409	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	sagte zu einem kleinen, im Schmutz spielenden Kind, dass es dumm sei und "zu jung, um es besser zu wissen".	neg	c	Correct	3.112626	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	fuhr auf den Seitenstreifen der Autobahn, um einem Fahrer zu helfen dessen Auto stehengeblieben war.	pos	u	Correct	2.564389	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	rief den Tierschutz an, als er ein verletztes Tier bemerkte.	pos	u	Correct	1.585423	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	schloss die Haustür eines Nachbarn, als dieser sie aus Versehen offen gelassen hatte.	pos	u	Correct	2.869841	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	reparierte über das Wochenende das Fahrrad eines Kindes.	pos	u	Correct	1.290534	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	parkte sein Auto auf dem Behindertenparkplatz.	neg	c	Correct	1.575261	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	pflanzte Tomaten und Gurken in einem kleinen Garten hinter seinem Haus.	pos	u	Correct	1.515174	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	erledigte die Einkäufe für eine ältere Dame von nebenan, die krank war.	pos	u	Correct	1.693253	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	spielte laut Musik bis spät in der Nacht.	neg	c	Correct	1.683789	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	erschreckte eine Frau, die alleine eine dunkle Straße entlang ging.	neg	c	Correct	1.273301	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	half bei einem Aktivitätsprogramm für benachteiligte Kinder.	pos	u	Correct	1.222443	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	half einem Freund bei dessen Umzug in ein Apartment.	pos	u	Correct	2.017153	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	verließ ein Restaurant, ohne die Rechnung zu bezahlen.	neg	c	Correct	1.535593	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	gibt allen seinen Freunden an der Bar ein Getränk aus.	pos	u	Correct	2.114146	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	wurde verhaftet, weil er Heroin an einen Teenager verkaufte.	neg	c	Correct	1.507649	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	weigerte sich einem Freund ein Buch zu leihen, dass dieser für eine Hausarbeit brauchte.	neg	c	Correct	2.293163	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	adoptierte kleine Kinder und erzog sie wie seine eigenen.	pos	u	Correct	1.387116	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	half einer Tafel an Weihnachten, Weihnachtsgänse an bedürftige Familien zu verteilen.	pos	u	Correct	2.264954	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	fand einen teuren Aktenkoffer auf der Straße und schaltete eine Anzeige in die Zeitung, um den Besitzer ausfindig zu machen.	pos	u	Correct	5.407758	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	machte lautstark rassistische Kommentare zu seinen Freunden in einer Bar.	neg	c	Correct	1.846396	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	bot einer älteren Dame an, ihr bei der Gartenarbeit zu helfen.	pos	u	Correct	1.025085	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	beharrte auf seinem Sitz bei einem Basketballspiel, obwohl er wusste, dass der Sitz nicht wirklich seiner war.	neg	c	Correct	2.486968	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	meldete der Polizei nicht, dass ein Nachbar seine Frau schlug.	neg	c	Correct	1.842099	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	sendete am Muttertag Blumen zu seiner Mutter.	pos	u	Correct	1.468791	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	drängelt sich im Kino an den Anfang der Schlange.	neg	c	Correct	1.677936	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	schrie brutal seine Frau zusammen, nachdem sie sich über das Familieneinkommen gestritten hatten.	neg	c	Correct	1.812226	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	half seiner Frau dabei einen großen Gemüsegarten im Hinterhof anzulegen.	pos	u	Correct	1.278188	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	glücklich	white4.bmp	Tim	machte eine wenig-Fett Diät und verlor 20 Kilogramm.	pos	u	Correct	1.386502	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Freund	white4.bmp	Tim	brüllte einen acht-jahre-alten Jungen an, der mit seinem Fahrrad auf dem Bürgersteig fuhr.	neg	c	Correct	1.480531	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	bot während eines Platzregens einem Fremden an, sich den Regenschirm mit ihm zu teilen.	pos	u	Correct	1.674156	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	schenkte einer Freundin am Valentinstag eine Topfpflanze.	pos	u	Correct	1.153439	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kuss	white4.bmp	Tim	ließ eine ältere Person in der Schlange, an der Supermarktkasse vor.	pos	u	Correct	1.658491	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Kätzchen	white4.bmp	Tim	meldete sich freiwillig, um beim Tagespflegecenter zu arbeiten.	pos	u	Correct	1.088462	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Welpe	white4.bmp	Tim	fuhr jeden Tag mit dem Fahrrad zur Arbeit, um die Umweltverschmutzung und den Benzinverbrauch zu vermindern.	pos	u	Correct	3.143097	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Blume	white4.bmp	Tim	musste 500€ Strafe zahlen, weil er seinen Müll in einem Nationalpark auf den Boden warf.	neg	c	Correct	1.667434	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	hübsch	white4.bmp	Tim	kaufte auf einer Kirmes einen Ballon für ein Nachbarskind.	pos	u	Correct	1.881709	1	2	pos	versuchneu8	2016-07-22_11.17.34.090000
46	Geschenk	white4.bmp	Tim	fragte ein Paar nach Kleingeld, obwohl er selbst Geld hatte.	neg	c	Correct	1.636981	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	zapfte Benzin von einem an der Straße geparkten Auto ab.	neg	c	Correct	1.881603	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Lächeln	white4.bmp	Tim	schnitt in die Vorderseite einer Gasleitung.	neg	c	Correct	1.654702	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
46	Feier	white4.bmp	Tim	meldete sich bei der Arbeit krank, obwohl es ihm gut ging.	neg	c	Correct	1.547888	1	2	neg	versuchneu8	2016-07-22_11.17.34.090000
