ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
31	Lächeln	white2.bmp	Tim	weigerte sich eine Petition zu unterschreiben, die die Spielplätze für Schulkinder verbessern will.	neg	u	False	10.358428	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	verwendete Essens-Coupons, die für jemand anderen bereitgestellt worden waren.	neg	c	Correct	7.003751	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	brüllte seine Großmutter an, weil sie ihm kein Geld leihen wollte.	neg	c	Correct	2.890900	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	wurde verhaftet, weil er mit gefälschtem Geld bezahlte.	neg	u	False	3.696556	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	verängstigte ein paar kleine fahrradfahrende Kinder, indem er drohte sie zu überfahren.	neg	c	Correct	3.946828	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	brach einen Spind auf und stahl Ski-Equipment im Wert von 400€.	neg	c	Correct	2.923152	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	zerstörte die Gitarre seines Freundes, weil er sauer war.	neg	c	Correct	3.793425	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	tauchte nicht bei einem vorher arrangierten Tennis-Spiel auf.	neg	c	Correct	3.628648	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	gibt einem verirrten Autofahrer Richtungshinweise.	pos	u	Correct	3.877988	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	half einem arbeitslosen Nachbarn einen neuen Job zu finden.	pos	u	Correct	2.036725	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	verunstaltete einen großen Felsen in einem öffentlichen Park mit Sprüh-Farbe.	neg	c	Correct	3.364226	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	weigerte sich, seine Zigarette auszumachen, obwohl ihn mehrere Leute im vollen Bus darum baten.	neg	c	Correct	4.262097	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	spielte spät nachts auf einem Campingplatz sein Transistorradio auf voller Lautstärke.	neg	c	Correct	4.703158	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	fuhr auf den Seitenstreifen der Autobahn, um einem Fahrer zu helfen dessen Auto stehengeblieben war.	pos	u	Correct	3.235110	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	machte eine wenig-Fett Diät und verlor 20 Kilogramm.	pos	u	Correct	6.368676	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	kaufte eine alte Gitarre und restaurierte sie für seinen Cousin.	pos	u	Correct	2.047643	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	schlief am Steuer ein und krachte in ein entgegenkommendes Auto.	neg	c	Correct	2.991587	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	bezahlte einen Mann dafür seiner Frau nachzuspionieren.	neg	c	Correct	4.471365	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	half seiner Frau dabei einen großen Gemüsegarten im Hinterhof anzulegen.	pos	u	Correct	2.405061	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	verspottete einen liegengebliebenen Autofahrer in einem Regensturm.	neg	c	Correct	3.006468	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	gab einer Familie Unterkunft, die ihr Zuhause in einem Feuer verloren hatten.	pos	u	Correct	1.622810	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	überredete seinen Chef einen Angestellten zu feuern, weil dieser zu spät zur Arbeit kam.	neg	c	Correct	2.476285	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	schloss die Haustür eines Nachbarn, als dieser sie aus Versehen offen gelassen hatte.	pos	u	Correct	3.398961	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	baute ein Bücherregal für seine neue Wohnung.	pos	c	False	9.289561	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	betrank sich und schubste ein siebenjähriges Mädchen.	neg	c	Correct	2.019083	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	sendete am Muttertag Blumen zu seiner Mutter.	pos	u	Correct	1.280845	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	reparierte einen quietschenden Schaukelstuhl für einen Freund auf dem Land.	pos	u	Correct	2.238533	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	sagt denen, die ihm nahe stehen, dass er sie liebt.	pos	u	Correct	3.603118	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	ließ sein Lagerfeuer in der Nacht brennen, wodurch ein kleiner Waldbrand entfacht wurde.	neg	c	Correct	3.018781	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	lieh Geld an einen Freund, in einem finanziellen Engpass.	pos	u	Correct	2.035823	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	half einem Freund sein Haus zu restaurieren, damit er sich ein besseres Haus für seine Familie leisten konnte.	pos	u	Correct	3.267037	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	rettete ein Kind vor einem nahenden Auto.	pos	u	Correct	3.378313	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	legte eine Hausfrau herein, sodass sie Geld für ein Magazin-Abonnement bezahlte, das es gar nicht gab.	neg	c	Correct	5.780693	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	brachte einem Nachbarskind bei Fahrrad zu fahren.	pos	u	Correct	4.436201	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	ist mit 130km/h durch ein Wohngebiet gefahren um seiner Freundin zu imponieren.	neg	c	Correct	4.993240	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	ließ jemand anderen seine Hausarbeit für ihn schreiben.	neg	c	Correct	6.379578	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	schlug sein Kind, weil es ein Glas Milch verschüttet hatte.	neg	c	Correct	3.339824	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	zerschlug Fenster in einem öffentlichen Gebäude, während für das Errichten eines Altersheims demonstriert wurde.	neg	c	Correct	5.133314	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	meldete einer Ski-Patrouille, dass ein Freund nicht rechtzeitig von einer Ski-Tour über's Land zurückgekehrt war.	pos	u	Correct	6.476352	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	schlug einer Frau die Einkaufstüte aus den Armen, während er die Straße entlang rannte.	neg	c	Correct	3.021499	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	überfuhr einen Hund, als er mit seinem Auto durch eine Spielstraße raste.	neg	c	Correct	1.318636	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	schrieb Briefe zu seinem Bundestagsabgeordneten, der gleiche Rechte für alle unterstützte. 	pos	u	Correct	6.530136	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	half Campern aus der Nachbarschaft dabei, ihr Zelt aufzustellen.	pos	u	Correct	2.198779	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	tippte ein Manuskript für einen Freund ab.	pos	u	Correct	3.930615	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	pflanzte Tomaten und Gurken in einem kleinen Garten hinter seinem Haus.	pos	u	Correct	2.394709	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	gab 20€ an eine Hilfsorganisation.	pos	u	Correct	1.635671	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	gab das Klassenprojekt eines anderen unter seinem eigenen Namen ab.	neg	c	Correct	3.833151	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	wurde festgenommen, als er versuchte Zeitschriften aus einem Lebensmittelgeschäft zu stehlen.	neg	c	Correct	2.983077	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	klaute Büroartikel von seiner Arbeit.	neg	c	Correct	1.950760	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	verließ ein Restaurant, ohne die Rechnung zu bezahlen.	neg	c	Correct	1.420483	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	glücklich	white2.bmp	Tim	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte.	neg	c	Correct	4.572351	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	stahl Anziehsachen aus Waschmaschinen im Waschsalon.	neg	c	Correct	3.340985	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	ging zum Krankenhaus, um dort seinen Nachbarn zu besuchen.	pos	u	Correct	3.245867	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	ließ seinen Gasherd an, als er das Haus verließ.	neg	c	Correct	2.860847	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	löschte seine Zigarette in einem staatlichen Gebäude, nachdem er ein Nichtraucherschild sah.	pos	u	Correct	3.296608	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	flog nach einem Semester von der Universität.	neg	c	Correct	2.209392	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	hielt an, um einem Fahrer zu helfen, dessen Auto während eines Schneesturms liegen geblieben war.	pos	u	Correct	3.221357	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	drängelt sich im Kino an den Anfang der Schlange.	neg	c	Correct	2.579288	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	half alten Menschen unentgeldlich dabei, ihre Gärten aufzuräumen und ihre Häuser zu streichen.	pos	u	Correct	2.736460	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	machte die Eigentümerin eines kleinen Ladens darauf aufmerksam, dass sie ihm zu viel Wechselgeld gegeben hatte.	pos	u	Correct	7.602608	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	schreibt mindestens einmal alle zwei Wochen an seine Eltern.	pos	u	Correct	2.544877	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	adoptierte kleine Kinder und erzog sie wie seine eigenen.	pos	u	Correct	7.196694	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	schnitt in die Vorderseite einer Gasleitung.	neg	c	Correct	3.216820	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	vergisst nicht, jeden morgen die Vögel zu füttern.	pos	u	Correct	4.830896	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	hob kleine Babyvögel auf, die aus einem Nest gefallen waren und ernährte sie, bis sie erwachsen waren.	pos	u	Correct	3.462493	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	half einem Freund für einen Test zu lernen.	pos	u	Correct	3.483321	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	fuhr einen Anhalter bis zu einer Unterkunft.	pos	u	Correct	3.696229	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	verbringt freiwillig einen großen Teil seiner Zeit damit, benachteiligten Schülern in den Gebieten Mathematik und Englisch Nachhilfe zu erteilen.	pos	u	Correct	5.578496	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	trat seinen Hund, weil dieser Käse von der Ecke des Tisches gegessen hatte.	neg	c	Correct	1.956421	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	wurde ehrenamtlich Basketball-Coach für ein Kinderheim.	pos	u	Correct	2.753964	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	half einem Freund bei dessen Umzug in ein Apartment.	pos	u	Correct	1.587643	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	verschenkt zu Weihnachten die besten Geschenke.	pos	u	Correct	2.120168	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	wurde inhaftiert, weil er seine Frau angegriffen hatte.	neg	c	Correct	1.370088	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	weigerte sich einem Freund ein Buch zu leihen, dass dieser für eine Hausarbeit brauchte.	neg	c	Correct	6.007691	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	hilft seinen Nachbarn bei der Gartenarbeit.	pos	u	Correct	4.830217	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen.	pos	u	Correct	2.389305	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	tat so als würde er die Bitte einer Frau nicht hören, die Hilfe beim Anheben ihres Kinderwagens, über einen hohen Bordstein benötigte.	neg	c	Correct	4.478003	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	raubte ein Kiosk aus.	neg	c	Correct	1.964374	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	gab eine Arbeitsaufgabe rechtzeitig ab.	pos	u	Correct	3.402233	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	macht sich über Lesben auf der Straße lustig.	neg	c	Correct	4.252877	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	bot einer älteren Dame an, ihr bei der Gartenarbeit zu helfen.	pos	u	Correct	1.957215	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind.	neg	c	Correct	3.057662	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	gab seinen Sitzplatz im Bus an eine ältere Person ab.	pos	u	Correct	2.459983	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	arbeitete zwei Jahre in einem Strip Club, im Armenviertel von Chicago.	neg	u	False	17.654571	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	bot während eines Platzregens einem Fremden an, sich den Regenschirm mit ihm zu teilen.	pos	u	Correct	2.039053	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Blume	white2.bmp	Tim	erschreckte eine Frau, die alleine eine dunkle Straße entlang ging.	neg	c	Correct	4.902781	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	ignorierte einen Unfall mit Fahrerflucht, bei dem eine Person aus dem Auto geschleudert worden war.	neg	c	Correct	4.175795	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Kuss	white2.bmp	Tim	stahl ein Buch aus der Universitätsbibliothek.	neg	c	Correct	1.670779	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	schenkt seiner Mutter Blumen.	pos	u	Correct	1.309047	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Feier	white2.bmp	Tim	sagt immer 'Guten Morgen' mit einem großen Lächeln im Gesicht.	pos	u	Correct	3.177900	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	verbrachte mehrere Stunden in der Woche damit, Straffällige zu beraten.	pos	u	Correct	6.807218	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Kätzchen	white2.bmp	Tim	ist ein Spezialist fürs Lesen und meldete sich freiwillig, um an einer Schule kostenlos Leseunterricht zu erteilen.	pos	u	Correct	2.593167	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Geschenk	white2.bmp	Tim	wurde der Führerschein wegen Trunkenheit am Steuer abgenommen.	neg	c	Correct	2.126832	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	hübsch	white2.bmp	Tim	brüllte einen acht-jahre-alten Jungen an, der mit seinem Fahrrad auf dem Bürgersteig fuhr.	neg	c	Correct	4.608822	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Lächeln	white2.bmp	Tim	vermied den Kontakt mit anderen Leuten, um sie nicht mit seiner Erkältung anzustecken.	pos	u	Correct	3.442467	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	warf auf einer Party einen Stuhl durchs Fenster.	neg	c	Correct	4.358313	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
31	Freund	white2.bmp	Tim	verbrachte seinen freien Tag damit, seiner Mutter im Haushalt zu helfen.	pos	u	Correct	2.737417	1	2	pos	versuchneu7	2016-07-19_14.27.22.733000
31	Welpe	white2.bmp	Tim	schoss ein Reh außerhalb der Jagdsaison.	neg	c	Correct	2.274500	1	2	neg	versuchneu7	2016-07-19_14.27.22.733000
