ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
14	Lächeln	white2.bmp	Tim	sagt immer 'Guten Morgen' mit einem großen Lächeln im Gesicht.	pos	c	False	7.836000	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Blume	white2.bmp	Tim	schreibt mindestens einmal alle zwei Wochen an seine Eltern.	pos	u	Correct	2.992167	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Freund	white2.bmp	Tim	arbeitet ehrenamtlich in der Suppenküche.	pos	c	False	3.624699	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Lächeln	white2.bmp	Tim	machte eine wenig-Fett Diät und verlor 20 Kilogramm.	pos	u	Correct	3.776962	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Feier	white2.bmp	Tim	flog nach einem Semester von der Universität.	neg	c	Correct	3.933273	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Kuss	white2.bmp	Tim	kaufte seinen Eltern zum 25. Hochzeitstag Flugtickets für einen Trip nach Hawaii.	pos	u	Correct	2.957599	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	brach einen Spind auf und stahl Ski-Equipment im Wert von 400€.	neg	c	Correct	3.236701	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Kätzchen	white2.bmp	Tim	legte eine Hausfrau herein, sodass sie Geld für ein Magazin-Abonnement bezahlte, das es gar nicht gab.	neg	c	Correct	4.642929	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Geschenk	white2.bmp	Tim	löste einen Feueralarm als Scherz aus.	neg	u	False	2.805264	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Blume	white2.bmp	Tim	meldete einer Ski-Patrouille, dass ein Freund nicht rechtzeitig von einer Ski-Tour über's Land zurückgekehrt war.	pos	u	Correct	6.680645	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Kätzchen	white2.bmp	Tim	fuhr auf den Seitenstreifen der Autobahn, um einem Fahrer zu helfen dessen Auto stehengeblieben war.	pos	u	Correct	4.783167	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Geschenk	white2.bmp	Tim	half einem Freund dabei, schwimmen zu lernen.	pos	u	Correct	2.180119	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Kuss	white2.bmp	Tim	half beim Errichten eines neuen Daches für das Haus seines Nachbarn.	pos	u	Correct	3.496928	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	glücklich	white2.bmp	Tim	kaufte auf einer Kirmes einen Ballon für ein Nachbarskind.	pos	u	Correct	2.573975	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	ignorierte einen Hilfeschrei auf der Ski-Piste, indem er zu schnell vorbeifuhr, um anzuhalten.	neg	c	Correct	5.499354	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Geschenk	white2.bmp	Tim	verlangte zu viel Geld von Kunden, die Benzin an einer Tankstelle kauften.	neg	c	Correct	7.283534	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Geschenk	white2.bmp	Tim	half einer Person im Rollstuhl über eine Rampe.	pos	c	False	5.161885	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Freund	white2.bmp	Tim	half einem Nachbarskind dabei, ein Bild zu malen.	pos	u	Correct	2.137180	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Kätzchen	white2.bmp	Tim	musste 500€ Strafe zahlen, weil er seinen Müll in einem Nationalpark auf den Boden warf.	neg	c	Correct	4.860099	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Lächeln	white2.bmp	Tim	gab seinen Sitzplatz im Bus an eine ältere Person ab.	pos	u	Correct	4.531610	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	verspottete seine Freundin auf einer Party.	neg	c	Correct	2.243112	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Blume	white2.bmp	Tim	machte die Eigentümerin eines kleinen Ladens darauf aufmerksam, dass sie ihm zu viel Wechselgeld gegeben hatte.	pos	u	Correct	5.736147	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Lächeln	white2.bmp	Tim	half Freunden beim Einzug in ihr neues Haus.	pos	u	Correct	3.798896	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Welpe	white2.bmp	Tim	fuhr eine weite Strecke, um seine Eltern zu besuchen.	pos	u	Correct	2.739569	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Freund	white2.bmp	Tim	bezahlte einen Mann dafür seiner Frau nachzuspionieren.	neg	c	Correct	6.085028	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Feier	white2.bmp	Tim	wurde ehrenamtlich Basketball-Coach für ein Kinderheim.	pos	u	Correct	2.412535	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Lächeln	white2.bmp	Tim	brüllte einen acht-jahre-alten Jungen an, der mit seinem Fahrrad auf dem Bürgersteig fuhr.	neg	c	Correct	6.405569	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	reparierte über das Wochenende das Fahrrad eines Kindes.	pos	u	Correct	4.708674	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Welpe	white2.bmp	Tim	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte.	neg	c	Correct	4.008998	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	glücklich	white2.bmp	Tim	half alten Menschen unentgeldlich dabei, ihre Gärten aufzuräumen und ihre Häuser zu streichen.	pos	u	Correct	3.819629	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	passte auf die Haustiere seiner Nachbarn auf, während diese weg waren.	pos	u	Correct	2.648122	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	Feier	white2.bmp	Tim	fuhr unter Alkoholeinfluss in ein geparktes Auto.	neg	c	Correct	2.984694	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Blume	white2.bmp	Tim	schlief am Steuer ein und krachte in ein entgegenkommendes Auto.	neg	c	Correct	3.312597	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	Feier	white2.bmp	Tim	weigerte sich eine Petition zu unterschreiben, die die Spielplätze für Schulkinder verbessern will.	neg	c	Correct	3.313323	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	gab einer Familie Unterkunft, die ihr Zuhause in einem Feuer verloren hatten.	pos	u	Correct	2.754011	1	2	pos	versuchneu8	2016-07-14_11.46.30.943000
14	hübsch	white2.bmp	Tim	gab das Klassenprojekt eines anderen unter seinem eigenen Namen ab.	neg	c	Correct	3.683912	1	2	neg	versuchneu8	2016-07-14_11.46.30.943000
