ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
6	Tod	white3.bmp	Bob	stahl ein Buch aus der Universitätsbibliothek.	neg	u	Correct	7.625069	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Schmerz	white3.bmp	Bob	ließ jemand anderen seine Matheprüfung für ihn schreiben.	neg	c	False	6.456202	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Hölle	white3.bmp	Bob	fuhr einen Anhalter bis zu einer Unterkunft.	pos	c	Correct	5.353312	1	1	pos	versuchneu8	2016-07-12_13.13.04.256000
6	Hölle	white3.bmp	Bob	stahl Geld und Schmuck von Verwandten, mit denen er zusammenwohnte.	neg	u	Correct	4.862051	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Schmerz	white3.bmp	Bob	half seiner Frau dabei einen großen Gemüsegarten im Hinterhof anzulegen.	pos	u	False	6.310232	1	1	pos	versuchneu8	2016-07-12_13.13.04.256000
6	Spinne	white3.bmp	Bob	klaute ein teures Paar Sportschuhe aus einem Turnhallenspind.	neg	u	Correct	4.947334	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	verletzt	white3.bmp	Bob	bot während eines Platzregens einem Fremden an, sich den Regenschirm mit ihm zu teilen.	pos	c	Correct	7.645134	1	1	pos	versuchneu8	2016-07-12_13.13.04.256000
6	Spinne	white3.bmp	Bob	brüllte eine Kellnerin an, die ihm zu langsam war.	neg	u	Correct	4.539975	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Leiche	white3.bmp	Bob	schnitt in die Vorderseite einer Gasleitung.	neg	u	Correct	6.012537	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Leiche	white3.bmp	Bob	schrie brutal seine Frau zusammen, nachdem sie sich über das Familieneinkommen gestritten hatten.	neg	u	Correct	5.346319	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Müll	white3.bmp	Bob	brüllte einen acht-jahre-alten Jungen an, der mit seinem Fahrrad auf dem Bürgersteig fuhr.	neg	u	Correct	4.727174	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Krieg	white3.bmp	Bob	fuhr jeden Tag mit dem Fahrrad zur Arbeit, um die Umweltverschmutzung und den Benzinverbrauch zu vermindern.	pos	c	Correct	5.691396	1	1	pos	versuchneu8	2016-07-12_13.13.04.256000
6	Leiche	white3.bmp	Bob	parkte sein Auto auf dem Behindertenparkplatz.	neg	u	Correct	3.560979	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Müll	white3.bmp	Bob	zwang Mieter zur Räumung, weil sie mit der Zahlung einen Monat im Rückstand waren.	neg	u	Correct	3.727669	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Hölle	white3.bmp	Bob	überfuhr einen Hund, als er mit seinem Auto durch eine Spielstraße raste.	neg	u	Correct	4.986698	1	1	neg	versuchneu8	2016-07-12_13.13.04.256000
6	Gestank	white3.bmp	Bob	kaufte auf einer Kirmes einen Ballon für ein Nachbarskind.	pos	c	Correct	3.749933	1	1	pos	versuchneu8	2016-07-12_13.13.04.256000
