ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
2	Spinne	white1.bmp	Ben	half alten Menschen unentgeldlich dabei, ihre Gärten aufzuräumen und ihre Häuser zu streichen.	pos	c	Correct	38.091754	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	sagte einer Frau, dass sie ihre Brieftasche fallen gelassen hatte.	pos	c	Correct	6.760964	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Gestank	white1.bmp	Ben	schnitt in die Vorderseite einer Gasleitung.	neg	u	Correct	9.457144	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	gab seinen Sitzplatz im Bus an eine ältere Person ab.	pos	c	Correct	2.910804	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	gab einer Familie Unterkunft, die ihr Zuhause in einem Feuer verloren hatten.	pos	c	Correct	4.708646	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	kaufte Artikel in einem Discount-Laden und gab sie in einem teureren Laden gegen Rückgeld zurück.	neg	u	Correct	9.976768	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	kocht ein leckeres Abendessen für seine Freunde.	pos	c	Correct	3.027921	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	hässlich	white1.bmp	Ben	schrieb Briefe zu seinem Bundestagsabgeordneten, der gleiche Rechte für alle unterstützte. 	pos	c	Correct	14.380724	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Krieg	white1.bmp	Ben	schlug sein Kind, weil es ein Glas Milch verschüttet hatte.	neg	u	Correct	3.240453	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	stahl Anziehsachen aus Waschmaschinen im Waschsalon.	neg	u	Correct	16.359171	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	macht alle schlecht, die in einem Gespräch nicht seiner Meinung sind.	neg	u	Correct	5.206144	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Leiche	white1.bmp	Ben	rief den Tierschutz an, als er ein verletztes Tier bemerkte.	pos	c	Correct	3.238829	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Krieg	white1.bmp	Ben	schlug einer Frau die Einkaufstüte aus den Armen, während er die Straße entlang rannte.	neg	u	Correct	5.717092	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Krieg	white1.bmp	Ben	klaute einen Parkplatz, indem er von hinten hinein fuhr, während jemand anderes gerade versuchte rückwärts einzuparken.	neg	u	Correct	7.458910	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	machte lautstark rassistische Kommentare zu seinen Freunden in einer Bar.	neg	u	Correct	5.037624	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Krieg	white1.bmp	Ben	kämpfte gegen ein diskriminierendes Gesetz, dass es Minderheiten erschwerte Wohnraum anzumieten.	pos	c	Correct	11.450546	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	half seinem Vater dabei, auf seine jüngeren Geschwister aufzupassen, während seine Mutter im Krankenhaus war.	pos	c	Correct	12.427517	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Spinne	white1.bmp	Ben	verängstigte ein paar kleine fahrradfahrende Kinder, indem er drohte sie zu überfahren.	neg	u	Correct	7.845470	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	half einem Nachbarskind dabei, ein Bild zu malen.	pos	c	Correct	3.722258	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Gestank	white1.bmp	Ben	arbeitete zwei Jahre in einem Strip Club, im Armenviertel von Chicago.	neg	u	Correct	11.652733	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Müll	white1.bmp	Ben	wurde der Führerschein wegen Trunkenheit am Steuer abgenommen.	neg	u	Correct	3.386304	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Gestank	white1.bmp	Ben	schoss einen Singvogel mit seinem 22-Kaliber Gewehr.	neg	u	Correct	3.932637	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Müll	white1.bmp	Ben	half seiner Frau dabei einen großen Gemüsegarten im Hinterhof anzulegen.	pos	c	Correct	5.324935	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Spinne	white1.bmp	Ben	half einer Person im Rollstuhl über eine Rampe.	pos	c	Correct	2.512884	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen.	pos	c	Correct	10.140547	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	borgte sich einige Unterlagen von einem Bekannten und gab sie nie zurück.	neg	u	Correct	4.748162	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Tod	white1.bmp	Ben	fuhr einen Hund auf der Straße an und fuhr weiter, ohne dem Halter Bescheid zu sagen.	neg	u	Correct	6.577165	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	vergisst nicht, jeden morgen die Vögel zu füttern.	pos	c	Correct	17.508722	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Leiche	white1.bmp	Ben	gab das Klassenprojekt eines anderen unter seinem eigenen Namen ab.	neg	u	Correct	5.057247	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Spinne	white1.bmp	Ben	hält die Lautstärke gesenkt, wenn Kinder schlafen.	pos	c	Correct	5.326172	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	wurde verhaftet, weil er Heroin an einen Teenager verkaufte.	neg	u	Correct	4.593850	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Gestank	white1.bmp	Ben	zerschlug Fenster in einem öffentlichen Gebäude, während für das Errichten eines Altersheims demonstriert wurde.	neg	u	Correct	16.546908	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Tod	white1.bmp	Ben	bot einer älteren Dame an, ihr bei der Gartenarbeit zu helfen.	pos	c	Correct	45.381019	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Tod	white1.bmp	Ben	wurde ehrenamtlich Basketball-Coach für ein Kinderheim.	pos	c	Correct	4.109060	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	hässlich	white1.bmp	Ben	half einem Freund dabei, schwimmen zu lernen.	pos	c	Correct	11.617501	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	ließ jemand anderen seine Matheprüfung für ihn schreiben.	neg	u	Correct	11.942543	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	betrog bei einer Hausarbeit für die Universität.	neg	u	Correct	13.363862	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	leistete erste Hilfe für das Opfer eines Unfalls mit Fahrerflucht, während er auf den Krankenwagen wartete.	pos	c	Correct	59.892553	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Gestank	white1.bmp	Ben	ist ein Spezialist fürs Lesen und meldete sich freiwillig, um an einer Schule kostenlos Leseunterricht zu erteilen.	pos	c	Correct	6.017736	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	wurde sehr wütend und bedrohte zwei Kinder, die in der Nähe seines Hauses Insekten sammelten.	neg	u	Correct	66.085306	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Müll	white1.bmp	Ben	schlief am Steuer ein und krachte in ein entgegenkommendes Auto.	neg	u	Correct	6.352537	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Leiche	white1.bmp	Ben	half einem Freund dabei, sein Apartment zu streichen.	pos	c	Correct	14.286509	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Müll	white1.bmp	Ben	half einer Tafel an Weihnachten, Weihnachtsgänse an bedürftige Familien zu verteilen.	pos	c	Correct	6.840605	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	fand eine gute Armbanduhr im Park und verpfändete sie.	neg	c	False	7.555238	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Krieg	white1.bmp	Ben	brachte einem Nachbarskind bei Fahrrad zu fahren.	pos	c	Correct	4.959413	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	verwendete Essens-Coupons, die für jemand anderen bereitgestellt worden waren.	neg	u	Correct	3.643081	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	las seinen Kindern vor dem Zubettgehen einen Teil von 'Alice im Wunderland' vor.	pos	c	Correct	6.915688	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Schmerz	white1.bmp	Ben	half beim Errichten eines neuen Daches für das Haus seines Nachbarn.	pos	c	Correct	4.816420	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	Leiche	white1.bmp	Ben	lachte, als ein Kind von einem Baum fiel.	neg	u	Correct	3.175532	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Tod	white1.bmp	Ben	rettete ein Kind vor einem nahenden Auto.	pos	c	Correct	2.292286	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	schenkte einer Freundin am Valentinstag eine Topfpflanze.	pos	c	Correct	6.490446	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	hässlich	white1.bmp	Ben	musste 500€ Strafe zahlen, weil er seinen Müll in einem Nationalpark auf den Boden warf.	neg	u	Correct	5.084773	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	sendete am Muttertag Blumen zu seiner Mutter.	pos	c	Correct	3.306545	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
2	hässlich	white1.bmp	Ben	wurde festgenommen, als er versuchte Zeitschriften aus einem Lebensmittelgeschäft zu stehlen.	neg	u	Correct	9.786796	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Tod	white1.bmp	Ben	ließ sein Lagerfeuer in der Nacht brennen, wodurch ein kleiner Waldbrand entfacht wurde.	neg	u	Correct	8.737055	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	hässlich	white1.bmp	Ben	überfuhr einen Hund, als er mit seinem Auto durch eine Spielstraße raste.	neg	u	Correct	8.140527	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	verletzt	white1.bmp	Ben	überfuhr geistesabwesend eine rote Ampel an einer Kreuzung und krachte in die Seite eines anderen Autos.	neg	u	Correct	6.392824	1	1	neg	versuchneu8	2016-07-11_14.03.58.477000
2	Hölle	white1.bmp	Ben	half einem Kind den Weg nach Hause zu finden, nachdem sich dieses verlaufen hatte.	pos	c	Correct	9.032234	1	1	pos	versuchneu8	2016-07-11_14.03.58.477000
