ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
10	Kätzchen	white3.bmp	Bob	macht sich über Lesben auf der Straße lustig.	neg	u	False	6.211783	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	Blume	white3.bmp	Bob	arbeitete zwei Jahre in einem Strip Club, im Armenviertel von Chicago.	neg	c	Correct	8.815456	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	Welpe	white3.bmp	Bob	reparierte über das Wochenende das Fahrrad eines Kindes.	pos	u	Correct	3.292705	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Kuss	white3.bmp	Bob	verspottete seine Freundin auf einer Party.	neg	c	Correct	4.092854	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	Welpe	white3.bmp	Bob	meldete einer Ski-Patrouille, dass ein Freund nicht rechtzeitig von einer Ski-Tour über's Land zurückgekehrt war.	pos	u	Correct	7.425098	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Freund	white3.bmp	Bob	pflanzte Tomaten und Gurken in einem kleinen Garten hinter seinem Haus.	pos	u	Correct	2.683051	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Blume	white3.bmp	Bob	verbringt freiwillig einen großen Teil seiner Zeit damit, benachteiligten Schülern in den Gebieten Mathematik und Englisch Nachhilfe zu erteilen.	pos	u	Correct	4.363753	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Blume	white3.bmp	Bob	meldete sich freiwillig, um beim Tagespflegecenter zu arbeiten.	pos	u	Correct	2.439245	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Welpe	white3.bmp	Bob	fuhr auf den Seitenstreifen der Autobahn, um einem Fahrer zu helfen dessen Auto stehengeblieben war.	pos	u	Correct	4.369155	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	glücklich	white3.bmp	Bob	half einem Freund für einen Test zu lernen.	pos	u	Correct	1.772295	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Freund	white3.bmp	Bob	gab 20€ an eine Hilfsorganisation.	pos	u	Correct	2.020948	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
10	Geschenk	white3.bmp	Bob	überfuhr einen Hund, als er mit seinem Auto durch eine Spielstraße raste.	neg	c	Correct	4.564008	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	Kuss	white3.bmp	Bob	lachte, als ein Kind von einem Baum fiel.	neg	c	Correct	2.772334	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	hübsch	white3.bmp	Bob	trat seinen Hund, weil dieser Käse von der Ecke des Tisches gegessen hatte.	neg	c	Correct	5.494829	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	Welpe	white3.bmp	Bob	parkte sein Auto auf dem Behindertenparkplatz.	neg	c	Correct	2.463319	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	glücklich	white3.bmp	Bob	verängstigte ein paar kleine fahrradfahrende Kinder, indem er drohte sie zu überfahren.	neg	c	Correct	3.609954	1	2	neg	versuchneu8	2016-07-13_13.59.53.576000
10	Lächeln	white3.bmp	Bob	gab eine Arbeitsaufgabe rechtzeitig ab.	pos	u	Correct	3.073920	1	2	pos	versuchneu8	2016-07-13_13.59.53.576000
