ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
11	Blume	bob1.bmp	Bob	schenkte einer Freundin am Valentinstag eine Topfpflanze.	pos	c	False	5.682265	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Kätzchen	bob1.bmp	Bob	half seiner Frau dabei einen großen Gemüsegarten im Hinterhof anzulegen.	pos	u	Correct	8.015538	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	glücklich	bob1.bmp	Bob	trat seinen Hund, weil dieser Käse von der Ecke des Tisches gegessen hatte.	neg	u	False	6.904011	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Freund	bob1.bmp	Bob	half seinem Vater dabei, auf seine jüngeren Geschwister aufzupassen, während seine Mutter im Krankenhaus war.	pos	c	False	11.637528	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Kätzchen	bob1.bmp	Bob	fuhr eine weite Strecke, um seine Eltern zu besuchen.	pos	c	False	5.882826	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Lächeln	bob1.bmp	Bob	machte die Eigentümerin eines kleinen Ladens darauf aufmerksam, dass sie ihm zu viel Wechselgeld gegeben hatte.	pos	c	False	20.141049	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Blume	bob1.bmp	Bob	lieh Geld an einen Freund, in einem finanziellen Engpass.	pos	u	Correct	6.221100	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Feier	bob1.bmp	Bob	ist mit 130km/h durch ein Wohngebiet gefahren um seiner Freundin zu imponieren.	neg	c	Correct	3.928255	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Freund	bob1.bmp	Bob	erzählte eine Lüge über seinen Freund.	neg	c	Correct	5.176495	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Feier	bob1.bmp	Bob	arbeitet 40 Stunden in der Woche, um sich sein Studium selbst zu finanzieren.	pos	c	False	9.369128	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	hübsch	bob1.bmp	Bob	tat so als würde er die Bitte einer Frau nicht hören, die Hilfe beim Anheben ihres Kinderwagens, über einen hohen Bordstein benötigte.	neg	c	Correct	5.461013	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	hübsch	bob1.bmp	Bob	verbringt freiwillig einen großen Teil seiner Zeit damit, benachteiligten Schülern in den Gebieten Mathematik und Englisch Nachhilfe zu erteilen.	pos	u	Correct	5.372860	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Lächeln	bob1.bmp	Bob	schnitt in die Vorderseite einer Gasleitung.	neg	u	False	6.321969	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	glücklich	bob1.bmp	Bob	stahl eine Handtasche, die eine ältere Frau im Bus abgelegt hatte.	neg	c	Correct	3.471505	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	glücklich	bob1.bmp	Bob	ging zum Krankenhaus, um dort seinen Nachbarn zu besuchen.	pos	u	Correct	4.947367	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Freund	bob1.bmp	Bob	sagt denen, die ihm nahe stehen, dass er sie liebt.	pos	u	Correct	7.196413	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	hübsch	bob1.bmp	Bob	brach einen Spind auf und stahl Ski-Equipment im Wert von 400€.	neg	c	Correct	5.201161	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Feier	bob1.bmp	Bob	stahl Anziehsachen aus Waschmaschinen im Waschsalon.	neg	c	Correct	4.145724	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Kuss	bob1.bmp	Bob	tauchte nicht bei einem vorher arrangierten Tennis-Spiel auf.	neg	c	Correct	7.591600	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Freund	bob1.bmp	Bob	half einem Freund dabei, schwimmen zu lernen.	pos	u	Correct	2.693212	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Lächeln	bob1.bmp	Bob	leistete erste Hilfe für das Opfer eines Unfalls mit Fahrerflucht, während er auf den Krankenwagen wartete.	pos	u	Correct	7.605210	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Kätzchen	bob1.bmp	Bob	spendete 200€ an das lokale Gymnasium.	pos	u	Correct	2.659767	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Lächeln	bob1.bmp	Bob	sagte einer Frau, dass sie ihre Brieftasche fallen gelassen hatte.	pos	u	Correct	2.947224	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Kätzchen	bob1.bmp	Bob	brüllte seine Großmutter an, weil sie ihm kein Geld leihen wollte.	neg	c	Correct	3.416801	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Geschenk	bob1.bmp	Bob	gab seinen Sitzplatz im Bus an eine ältere Person ab.	pos	u	Correct	2.012629	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Blume	bob1.bmp	Bob	lieh einem Freund seinen neuen Schlafsack und sein Zelt um campen zu gehen.	pos	u	Correct	3.274164	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Feier	bob1.bmp	Bob	gibt allen seinen Freunden an der Bar ein Getränk aus.	pos	u	Correct	4.187253	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Welpe	bob1.bmp	Bob	half beim Errichten eines neuen Daches für das Haus seines Nachbarn.	pos	u	Correct	3.201919	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Blume	bob1.bmp	Bob	schreibt mindestens einmal alle zwei Wochen an seine Eltern.	pos	u	Correct	4.126981	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	hübsch	bob1.bmp	Bob	machte einem Freund das Leben schwer, indem er ablenkende und irrelevante Fragen stellte.	neg	c	Correct	10.403967	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Blume	bob1.bmp	Bob	beleidigte einen Mann, der nach der Richtung zur nächsten Post fragte.	neg	c	Correct	3.162359	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Freund	bob1.bmp	Bob	wurde inhaftiert, weil er seine Frau angegriffen hatte.	neg	c	Correct	2.791076	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Kuss	bob1.bmp	Bob	kocht ein leckeres Abendessen für seine Freunde.	pos	u	Correct	3.306140	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Welpe	bob1.bmp	Bob	fand eine gute Armbanduhr im Park und verpfändete sie.	neg	c	Correct	2.874426	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Geschenk	bob1.bmp	Bob	weigerte sich eine Petition zu unterschreiben, die die Spielplätze für Schulkinder verbessern will.	neg	c	Correct	4.127288	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Kuss	bob1.bmp	Bob	borgte sich einige Unterlagen von einem Bekannten und gab sie nie zurück.	neg	c	Correct	3.028594	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Geschenk	bob1.bmp	Bob	gibt einem verirrten Autofahrer Richtungshinweise.	pos	u	Correct	3.821709	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	Feier	bob1.bmp	Bob	bedrohte einige Leute mit einem Gewehr, weil sie unerlaubt sein Grundstück betreten hatten.	neg	c	Correct	3.195245	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Freund	bob1.bmp	Bob	arbeitete unter falschem Firmennamen und ließ Leute im Voraus für eine Arbeit bezahlen, die er nie zu machen plante.	neg	c	Correct	4.120293	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Feier	bob1.bmp	Bob	kaufte auf einer Kirmes einen Ballon für ein Nachbarskind.	pos	u	Correct	2.573170	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	glücklich	bob1.bmp	Bob	fuhr unter Alkoholeinfluss in ein geparktes Auto.	neg	c	Correct	2.234916	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Kätzchen	bob1.bmp	Bob	schlief am Steuer ein und krachte in ein entgegenkommendes Auto.	neg	c	Correct	2.015641	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
11	Welpe	bob1.bmp	Bob	kaufte eine alte Gitarre und restaurierte sie für seinen Cousin.	pos	u	Correct	2.814710	1	2	pos	versuchneu8	2016-07-13_14.58.14.612000
11	glücklich	bob1.bmp	Bob	wertet  Anhänger von Minderheiten, die er kennt, herab.	neg	c	Correct	3.746236	1	2	neg	versuchneu8	2016-07-13_14.58.14.612000
