ParticipantNumber	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
47	Kuss	white5.bmp	Bob	half einem jungen Kind dabei, das Alphabet zu lernen.	pos	c	False	4.953683	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	hübsch	white5.bmp	Bob	half Campern aus der Nachbarschaft dabei, ihr Zelt aufzustellen.	pos	u	Correct	13.379773	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Kätzchen	white5.bmp	Bob	parkte sein Auto auf dem Behindertenparkplatz.	neg	c	Correct	8.662461	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Kuss	white5.bmp	Bob	vermied den Kontakt mit anderen Leuten, um sie nicht mit seiner Erkältung anzustecken.	pos	c	False	7.791926	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	hübsch	white5.bmp	Bob	versucht, jemandem eine Mitfahrgelegenheit zu geben, immer wenn er längere Strecken fährt.	pos	u	Correct	5.923082	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	glücklich	white5.bmp	Bob	ist ein Spezialist fürs Lesen und meldete sich freiwillig, um an einer Schule kostenlos Leseunterricht zu erteilen.	pos	u	Correct	6.342902	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Kuss	white5.bmp	Bob	fuhr einen Anhalter bis zu einer Unterkunft.	pos	c	False	2.260871	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	hübsch	white5.bmp	Bob	kaufte auf einer Kirmes einen Ballon für ein Nachbarskind.	pos	u	Correct	3.802400	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Blume	white5.bmp	Bob	borgte sich einige Unterlagen von einem Bekannten und gab sie nie zurück.	neg	c	Correct	4.791430	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	hübsch	white5.bmp	Bob	löste einen Feueralarm als Scherz aus.	neg	c	Correct	2.045801	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Freund	white5.bmp	Bob	schreibt mindestens einmal alle zwei Wochen an seine Eltern.	pos	u	Correct	2.605694	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Blume	white5.bmp	Bob	verbrachte seinen freien Tag damit, seiner Mutter im Haushalt zu helfen.	pos	u	Correct	3.467578	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Feier	white5.bmp	Bob	schoss ein Reh außerhalb der Jagdsaison.	neg	c	Correct	2.399886	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Lächeln	white5.bmp	Bob	wurde ehrenamtlich Basketball-Coach für ein Kinderheim.	pos	u	Correct	3.513000	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Freund	white5.bmp	Bob	bezahlte einen Mann dafür seiner Frau nachzuspionieren.	neg	c	Correct	3.566138	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Welpe	white5.bmp	Bob	vergisst nicht, jeden morgen die Vögel zu füttern.	pos	u	Correct	2.804662	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Kätzchen	white5.bmp	Bob	spielte laut Musik bis spät in der Nacht.	neg	c	Correct	3.816225	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	glücklich	white5.bmp	Bob	arbeitet 40 Stunden in der Woche, um sich sein Studium selbst zu finanzieren.	pos	u	Correct	4.261335	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	glücklich	white5.bmp	Bob	kaufte Artikel in einem Discount-Laden und gab sie in einem teureren Laden gegen Rückgeld zurück.	neg	c	Correct	4.589750	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	glücklich	white5.bmp	Bob	schnitt in die Vorderseite einer Gasleitung.	neg	c	Correct	5.567082	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Geschenk	white5.bmp	Bob	ignorierte einen Hilfeschrei auf der Ski-Piste, indem er zu schnell vorbeifuhr, um anzuhalten.	neg	c	Correct	3.033418	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Lächeln	white5.bmp	Bob	überredete seinen Chef einen Angestellten zu feuern, weil dieser zu spät zur Arbeit kam.	neg	c	Correct	3.058940	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Lächeln	white5.bmp	Bob	schenkte einer Freundin am Valentinstag eine Topfpflanze.	pos	u	Correct	3.180397	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Feier	white5.bmp	Bob	meldete der Polizei nicht, dass ein Nachbar seine Frau schlug.	neg	c	Correct	4.361073	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
47	Kätzchen	white5.bmp	Bob	machte die Eigentümerin eines kleinen Ladens darauf aufmerksam, dass sie ihm zu viel Wechselgeld gegeben hatte.	pos	u	Correct	5.444492	1	2	pos	versuchneu8	2016-07-22_12.38.17.727000
47	Lächeln	white5.bmp	Bob	wertet  Anhänger von Minderheiten, die er kennt, herab.	neg	c	Correct	7.163537	1	2	neg	versuchneu8	2016-07-22_12.38.17.727000
