subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,which_IAT_which_block,current_contrast,current_comp,trialnr,trial_type,target_type,task_switch, response_switch,left_target,right_target,left_attribute,right_attribute,trial_target,target_color,target_role,attribute_valence,correct_response,response_first_response,correct_first_response,time_assignments_show,time_target_show,time_first_response,response_time_first_response,response_force_correct,correct_force_correct,time_force_correct,response_time_force_correct,time_logger
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,0,none,attribute,NA,NA,Gelbe Wesen,Rote Wesen,Negativ,Positiv,Spaß,NA,NA,positive,m,m,1,1161291,1161681,1161681,742,none,none,none,none,1162451
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,1,none,attribute,task_repetition,response_repetition,Gelbe Wesen,Rote Wesen,Negativ,Positiv,Spaß,NA,NA,positive,m,m,1,1163191,1163581,1163581,560,none,none,none,none,1164161
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,2,none,target,task_switch,response_repetition,Gelbe Wesen,Rote Wesen,Negativ,Positiv,IAT_red2.bmp,red,ending_scream,NA,m,m,1,1164861,1165251,1165251,436,none,none,none,none,1165711
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,3,none,target,task_repetition,response_switch,Gelbe Wesen,Rote Wesen,Negativ,Positiv,IAT_yellow1.bmp,yellow,starting_scream,NA,c,c,1,1166411,1166801,1166801,437,none,none,none,none,1167261
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,4,none,attribute,task_switch,response_repetition,Gelbe Wesen,Rote Wesen,Negativ,Positiv,Trauer,NA,NA,negative,c,c,1,1167981,1168371,1168372,498,none,none,none,none,1168892
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,5,none,target,task_switch,response_repetition,Gelbe Wesen,Rote Wesen,Negativ,Positiv,IAT_yellow2.bmp,yellow,starting_scream,NA,c,c,1,1169641,1170031,1170032,435,none,none,none,none,1170491
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,6,none,target,task_repetition,response_switch,Gelbe Wesen,Rote Wesen,Negativ,Positiv,IAT_red1.bmp,red,ending_scream,NA,m,m,1,1171311,1171701,1171701,359,none,none,none,none,1172081
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,7,none,target,task_repetition,response_switch,Gelbe Wesen,Rote Wesen,Negativ,Positiv,IAT_yellow4.bmp,yellow,starting_scream,NA,c,c,1,1172813,1173201,1173201,623,none,none,none,none,1173851
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,8,none,target,task_repetition,response_repetition,Gelbe Wesen,Rote Wesen,Negativ,Positiv,IAT_yellow3.bmp,yellow,starting_scream,NA,c,c,1,1174561,1174951,1174951,356,none,none,none,none,1175331
54,new,scream_first,incompatible_first,incompatible_first,ES_red,first_IAT_second_block,scream,compatible,9,none,attribute,task_switch,response_switch,Gelbe Wesen,Rote Wesen,Negativ,Positiv,Liebe,NA,NA,positive,m,m,1,1176051,1176441,1176441,540,none,none,none,none,1177001
