subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,which_IAT_which_block,current_contrast,current_comp,trialnr,trial_type,target_type,task_switch, response_switch,left_target,right_target,left_attribute,right_attribute,trial_target,target_color,target_role,attribute_valence,correct_response,response_first_response,correct_first_response,time_assignments_show,time_target_show,time_first_response,response_time_first_response,response_force_correct,correct_force_correct,time_force_correct,response_time_force_correct,time_logger
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,0,NA,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple1.bmp,purple,starting_melody,target_practice,m,m,1,1354929,1355319,1355319,2089,none,none,none,none,1357429
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,1,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple2.bmp,purple,starting_melody,target_practice,m,m,1,1357989,1358379,1358379,454,none,none,none,none,1358859
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,2,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow3.bmp,yellow,starting_scream,target_practice,c,c,1,1359450,1359839,1359839,441,none,none,none,none,1360299
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,3,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow3.bmp,yellow,starting_scream,target_practice,c,c,1,1360870,1361260,1361260,300,none,none,none,none,1361580
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,4,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple4.bmp,purple,starting_melody,target_practice,m,m,1,1362140,1362530,1362530,336,none,none,none,none,1362890
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,5,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow2.bmp,yellow,starting_scream,target_practice,c,c,1,1363460,1363850,1363850,339,none,none,none,none,1364210
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,6,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple4.bmp,purple,starting_melody,target_practice,m,m,1,1364780,1365169,1365170,468,none,none,none,none,1365659
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,7,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple3.bmp,purple,starting_melody,target_practice,m,m,1,1366219,1366609,1366610,275,none,none,none,none,1366909
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,8,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow2.bmp,yellow,starting_scream,target_practice,c,c,1,1367469,1367859,1367859,369,none,none,none,none,1368249
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,9,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow4.bmp,yellow,starting_scream,target_practice,c,c,1,1368809,1369199,1369199,383,none,none,none,none,1369609
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,10,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple2.bmp,purple,starting_melody,target_practice,m,m,1,1370169,1370559,1370559,350,none,none,none,none,1370929
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,11,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow2.bmp,yellow,starting_scream,target_practice,c,c,1,1371519,1371909,1371909,393,none,none,none,none,1372329
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,12,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple2.bmp,purple,starting_melody,target_practice,m,m,1,1372932,1373329,1373329,562,none,none,none,none,1373919
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,13,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple3.bmp,purple,starting_melody,target_practice,m,m,1,1374479,1374869,1374869,331,none,none,none,none,1375219
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,14,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_purple1.bmp,purple,starting_melody,target_practice,m,m,1,1375809,1376199,1376199,442,none,none,none,none,1376669
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,15,change,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow1.bmp,yellow,starting_scream,target_practice,c,c,1,1377239,1377628,1377629,418,none,none,none,none,1378069
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,16,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow1.bmp,yellow,starting_scream,target_practice,c,c,1,1378629,1379019,1379020,261,none,none,none,none,1379309
35,old,ending_first,incompatible_first,compatible_first,ES_red,second_IAT_first_block,starting,compatible,17,repetition,target_practice,target_practice,target_practice,Gelbe Wesen,Lila Wesen,target_practice,target_practice,IAT_yellow3.bmp,yellow,starting_scream,target_practice,c,c,1,1379869,1380259,1380259,349,none,none,none,none,1380629
