subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
92,ec,7,positive,13,F   R   O   B
92,ec,2,negative,18,D   A   P   S
92,gen,2,positive,18,B   R   O   L
92,ec,6,negative,16,S   W   A   D
92,ec_control,1,positive,9,G   M   U   X
92,gen_control,1,positive,6,K   U   M   X
92,gen_control,2,positive,13,M   U   G   X
92,gen,5,positive,15,B   O   R   F
92,ec_control,2,negative,9,H   Y   V   Z
92,gen_control,4,positive,6,G   I   K   M
92,ec,8,positive,3,J   O   R   B
92,gen,1,negative,16,N   A   P   S
92,ec,5,negative,12,S   N   A   W
92,gen,3,positive,14,B   L   O   R
92,ec,5,positive,8,L   O   R   B
92,ec,8,negative,5,W   A   N   S
92,gen,7,positive,9,B   L   O   F
92,gen,6,positive,2,J   O   L   F
92,gen,2,negative,14,S   P   A   D
92,ec,1,negative,14,P   A   N   D
92,ec,3,negative,16,P   A   N   S
92,ec,3,positive,16,F   O   R   B
92,gen,5,negative,16,S   W   A   P
92,gen,1,positive,2,J   O   R   F
92,gen_control,3,positive,5,K   M   I   X
92,gen_control,4,negative,14,H   Y   T   V
92,ec,7,negative,14,W   A   P   S
92,gen,8,negative,15,S   N   A   D
92,ec,6,positive,9,B   R   O   F
92,gen,7,negative,14,W   A   D   S
92,ec,2,positive,7,L   O   B   F
92,ec,4,negative,10,D   W   A   P
92,gen_control,3,negative,8,T   V   Y   Z
92,gen,4,positive,7,F   R   O   L
92,ec,1,positive,13,B   O   R   L
92,gen_control,2,negative,10,Z   E   V   T
92,gen,3,negative,13,S   P   A   W
92,ec_control,2,positive,14,K   I   G   M
92,gen,4,negative,12,D   A   N   S
92,gen,6,negative,12,P   A   W   S
92,ec,4,positive,3,B   O   L   F
92,ec_control,1,negative,7,T   E   H   V
92,gen_control,1,negative,11,V   E   H   T
92,gen,8,positive,13,F   L   O   R
