subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
2,gen,2,negative,15,J   O   L   F
2,ec,6,negative,10,B   O   R   F
2,gen,1,negative,12,F   O   R   B
2,gen,4,negative,9,B   O   L   F
2,ec,2,positive,7,S   P   A   D
2,gen,7,positive,4,S   N   A   D
2,ec,4,negative,12,F   R   O   L
2,gen_control,1,positive,11,K   U   M   X
2,ec_control,2,positive,12,K   I   G   M
2,gen,5,positive,9,W   A   D   S
2,gen_control,3,positive,11,K   M   I   X
2,ec,5,positive,13,S   W   A   P
2,gen,8,negative,11,L   O   R   B
2,ec,8,negative,12,B   R   O   L
2,gen_control,4,positive,6,G   I   K   M
2,gen,6,negative,6,J   O   R   F
2,ec,7,negative,11,B   L   O   F
2,ec,4,positive,8,S   W   A   D
2,ec,3,negative,10,B   O   R   L
2,ec,3,positive,15,P   A   N   S
2,ec,7,positive,14,W   A   N   S
2,ec_control,1,negative,7,T   E   H   V
2,gen,7,negative,6,B   L   O   R
2,gen_control,1,negative,8,V   E   H   T
2,gen_control,2,negative,7,Z   E   V   T
2,gen,6,positive,16,S   N   A   W
2,ec_control,1,positive,4,G   M   U   X
2,ec,6,positive,12,D   A   N   S
2,ec,5,negative,5,L   O   B   F
2,gen_control,2,positive,4,M   U   G   X
2,gen,1,positive,11,N   A   P   S
2,ec,2,negative,9,B   R   O   F
2,gen,5,negative,11,F   L   O   R
2,gen,2,positive,9,D   W   A   P
2,gen_control,4,negative,6,H   Y   T   V
2,gen_control,3,negative,3,T   V   Y   Z
2,ec,8,positive,4,S   P   A   W
2,gen,8,positive,5,W   A   P   S
2,ec_control,2,negative,2,H   Y   V   Z
2,ec,1,negative,7,F   R   O   B
2,ec,1,positive,5,D   A   P   S
2,gen,4,positive,12,P   A   W   S
2,gen,3,positive,10,P   A   N   D
2,gen,3,negative,9,J   O   R   B
