subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
85,gen,6,negative,7,K   E   L   M
85,ec_control,1,positive,16,J   O   R   F
85,gen,7,negative,19,H   E   L   K
85,gen,8,negative,12,K   L   E   H
85,gen,1,positive,6,T   N   U   D
85,gen,5,positive,10,D   U   G   T
85,gen,3,positive,12,G   N   U   D
85,gen,5,negative,13,K   E   H   M
85,ec,1,negative,3,K   E   C   H
85,ec,2,positive,9,Z   U   D   T
85,ec,7,negative,5,C   L   E   M
85,gen_control,1,positive,11,F   O   R   B
85,gen,2,negative,12,L   E   M   K
85,gen,1,negative,13,K   L   E   M
85,gen_control,2,positive,15,B   J   O   F
85,ec,7,positive,16,D   N   U   G
85,ec_control,2,negative,2,P   Y   W   S
85,gen_control,3,positive,10,J   I   B   F
85,gen,8,positive,15,G   U   T   Z
85,ec,3,negative,15,H   E   M   K
85,gen_control,1,negative,0,S   P   Y   V
85,ec_control,1,negative,5,V   A   S   P
85,gen,7,positive,9,T   U   G   Z
85,ec,8,negative,6,M   E   C   H
85,ec,6,negative,6,M   E   H   K
85,ec,3,positive,11,Z   U   N   D
85,gen,2,positive,13,N   U   G   Z
85,ec,5,positive,13,D   U   T   Z
85,gen,6,positive,7,T   U   N   G
85,gen_control,4,positive,19,B   I   R   F
85,ec_control,2,positive,17,F   R   I   B
85,ec,5,negative,12,C   L   E   K
85,ec,8,positive,15,G   U   N   T
85,gen,4,positive,16,Z   U   N   G
85,gen,4,negative,14,C   H   E   K
85,ec,1,positive,15,G   U   N   D
85,gen_control,4,negative,8,P   S   A   V
85,gen_control,2,negative,6,S   W   Y   P
85,ec,4,negative,10,C   E   L   K
85,ec,2,negative,10,C   E   L   M
85,gen,3,negative,11,C   H   E   L
85,ec,4,positive,12,Z   U   N   T
85,gen_control,3,negative,4,W   A   P   S
85,ec,6,positive,10,D   U   N   T
