subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
82,ec,8,positive,6,S   P   A   W
82,gen_control,2,negative,6,Z   E   V   T
82,gen,5,positive,9,S   W   A   P
82,gen,2,positive,18,P   A   W   S
82,gen,3,positive,5,W   A   D   S
82,ec_control,1,negative,3,T   E   H   V
82,gen_control,3,positive,7,K   M   I   X
82,gen,8,positive,7,S   P   A   D
82,gen,2,negative,6,B   L   O   R
82,ec,5,negative,6,J   O   R   F
82,ec,3,positive,6,W   A   N   S
82,gen,7,positive,5,W   A   P   S
82,ec,2,negative,5,B   O   L   F
82,gen,1,negative,5,B   O   R   L
82,gen,4,negative,5,F   O   R   B
82,ec_control,2,positive,11,K   I   G   M
82,gen,6,negative,10,F   R   O   L
82,ec_control,2,negative,14,H   Y   V   Z
82,gen,8,negative,9,B   L   O   F
82,ec,1,negative,6,B   O   R   F
82,ec,6,positive,8,S   N   A   D
82,gen_control,2,positive,6,M   U   G   X
82,ec_control,1,positive,6,G   M   U   X
82,ec,7,negative,6,F   R   O   B
82,gen_control,3,negative,2,T   V   Y   Z
82,gen,1,positive,19,N   A   P   S
82,ec,1,positive,10,P   A   N   S
82,gen,3,negative,11,J   O   L   F
82,gen_control,1,positive,7,K   U   M   X
82,ec,4,negative,10,L   O   R   B
82,gen_control,4,positive,13,G   I   K   M
82,gen,5,negative,10,F   L   O   R
82,gen,4,positive,10,D   A   P   S
82,ec,3,negative,10,L   O   B   F
82,gen_control,1,negative,10,V   E   H   T
82,gen,6,positive,10,D   A   N   S
82,ec,6,negative,8,B   R   O   F
82,gen,7,negative,8,B   R   O   L
82,ec,8,negative,8,J   O   R   B
82,gen_control,4,negative,14,H   Y   T   V
82,ec,2,positive,11,S   N   A   W
82,ec,7,positive,8,D   W   A   P
82,ec,4,positive,9,S   W   A   D
82,ec,5,positive,9,P   A   N   D
