subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
78,gen,1,positive,9,T   U   N   G
78,gen,6,negative,12,M   E   C   H
78,ec,3,positive,4,D   U   N   T
78,gen,2,positive,1,D   N   U   G
78,gen_control,1,positive,0,S   P   Y   V
78,gen,2,negative,10,K   E   L   M
78,ec,5,positive,2,G   U   T   Z
78,ec_control,1,negative,15,J   O   R   F
78,gen,5,negative,15,C   H   E   K
78,ec,2,negative,15,C   E   L   M
78,ec,8,positive,4,G   N   U   D
78,gen_control,3,positive,10,W   A   P   S
78,gen_control,4,negative,16,B   I   R   F
78,ec_control,2,negative,13,F   R   I   B
78,gen,5,positive,7,Z   U   D   T
78,ec,1,negative,7,H   E   L   K
78,gen,8,positive,9,D   U   T   Z
78,ec,7,negative,10,K   E   H   M
78,gen_control,2,positive,3,S   W   Y   P
78,gen,3,positive,4,Z   U   N   D
78,ec_control,1,positive,5,V   A   S   P
78,ec_control,2,positive,9,P   Y   W   S
78,ec,6,negative,10,K   L   E   H
78,gen,6,positive,7,D   U   G   T
78,ec,8,negative,13,C   L   E   K
78,gen,1,negative,10,K   L   E   M
78,gen_control,4,positive,2,P   S   A   V
78,ec,7,positive,8,Z   U   N   G
78,gen,3,negative,8,K   E   C   H
78,ec,1,positive,10,Z   U   N   T
78,gen,7,negative,10,C   L   E   M
78,ec,2,positive,14,T   U   G   Z
78,gen_control,2,negative,11,B   J   O   F
78,ec,5,negative,4,M   E   H   K
78,ec,4,negative,9,C   H   E   L
78,gen,7,positive,5,G   U   N   T
78,ec,3,negative,1,H   E   M   K
78,gen,4,negative,15,C   E   L   K
78,ec,6,positive,5,G   U   N   D
78,gen_control,1,negative,10,F   O   R   B
78,gen,4,positive,7,N   U   G   Z
78,ec,4,positive,8,T   N   U   D
78,gen,8,negative,14,L   E   M   K
78,gen_control,3,negative,12,J   I   B   F
