subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
62,ec_control,2,positive,4,P   Y   W   S
62,gen,7,negative,6,K   L   E   M
62,gen,8,negative,15,K   L   E   H
62,ec,5,negative,13,K   E   C   H
62,gen,6,positive,6,G   U   N   D
62,ec,7,positive,8,G   U   N   T
62,gen,7,positive,16,D   U   T   Z
62,ec_control,1,negative,12,J   O   R   F
62,ec,6,negative,9,C   L   E   M
62,gen,4,positive,8,G   N   U   D
62,gen,4,negative,14,C   L   E   K
62,gen_control,3,positive,3,W   A   P   S
62,ec_control,1,positive,8,V   A   S   P
62,gen,3,negative,13,L   E   M   K
62,ec,4,negative,9,H   E   L   K
62,gen,5,positive,6,N   U   G   Z
62,gen,6,negative,11,C   H   E   K
62,ec,1,positive,9,T   N   U   D
62,ec,5,positive,7,T   U   G   Z
62,ec,8,positive,12,Z   U   N   D
62,ec,7,negative,6,H   E   M   K
62,gen_control,4,negative,9,B   I   R   F
62,ec,2,negative,12,M   E   C   H
62,ec,2,positive,15,D   U   N   T
62,ec_control,2,negative,11,F   R   I   B
62,gen,3,positive,10,Z   U   N   T
62,ec,3,negative,11,K   E   H   M
62,ec,6,positive,8,D   U   G   T
62,gen,5,negative,14,M   E   H   K
62,ec,4,positive,11,D   N   U   G
62,gen,8,positive,8,T   U   N   G
62,gen_control,2,negative,10,B   J   O   F
62,gen,1,positive,9,G   U   T   Z
62,ec,1,negative,12,K   E   L   M
62,gen_control,4,positive,13,P   S   A   V
62,gen_control,1,positive,15,S   P   Y   V
62,gen,2,positive,5,Z   U   N   G
62,gen,2,negative,7,C   E   L   K
62,gen,1,negative,11,C   H   E   L
62,gen_control,1,negative,14,F   O   R   B
62,gen_control,2,positive,11,S   W   Y   P
62,gen_control,3,negative,2,J   I   B   F
62,ec,3,positive,5,Z   U   D   T
62,ec,8,negative,9,C   E   L   M
