subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
97,ec,3,positive,19,W   A   N   S
97,gen,5,positive,19,S   W   A   D
97,ec,7,negative,19,J   O   R   F
97,gen,6,negative,15,L   O   B   F
97,gen,3,positive,19,S   P   A   D
97,gen_control,1,negative,14,K   U   M   X
97,ec,5,positive,19,P   A   N   D
97,gen_control,4,positive,4,H   Y   T   V
97,gen_control,2,positive,6,Z   E   V   T
97,gen,1,positive,19,D   A   P   S
97,gen_control,3,positive,2,T   V   Y   Z
97,gen_control,1,positive,5,V   E   H   T
97,gen,8,positive,16,P   A   W   S
97,gen_control,3,negative,15,K   M   I   X
97,ec,8,negative,19,B   O   R   L
97,ec,1,negative,17,B   L   O   F
97,ec_control,2,negative,9,K   I   G   M
97,ec,6,positive,19,D   A   N   S
97,ec_control,1,negative,14,G   M   U   X
97,gen_control,2,negative,7,M   U   G   X
97,gen,8,negative,17,B   L   O   R
97,ec,1,positive,19,S   N   A   W
97,gen,7,negative,19,B   O   R   F
97,gen,4,negative,17,J   O   R   B
97,ec,7,positive,19,W   A   D   S
97,gen,6,positive,19,W   A   P   S
97,ec_control,1,positive,10,T   E   H   V
97,gen_control,4,negative,3,G   I   K   M
97,ec,5,negative,17,B   R   O   L
97,gen,2,positive,18,D   W   A   P
97,ec_control,2,positive,1,H   Y   V   Z
97,ec,4,positive,19,S   W   A   P
97,ec,6,negative,19,B   O   L   F
97,ec,3,negative,17,F   R   O   L
97,gen,1,negative,19,F   L   O   R
97,gen,3,negative,17,F   R   O   B
97,gen,4,positive,19,P   A   N   S
97,ec,2,positive,19,N   A   P   S
97,ec,4,negative,19,J   O   L   F
97,ec,8,positive,19,S   N   A   D
97,gen,7,positive,19,S   P   A   W
97,ec,2,negative,18,B   R   O   F
97,gen,2,negative,17,L   O   R   B
97,gen,5,negative,17,F   O   R   B
