subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
32,ec,2,negative,4,D   U   G   T
32,ec_control,2,negative,4,F   R   I   B
32,ec,7,negative,8,Z   U   N   D
32,gen_control,3,negative,10,J   I   B   F
32,ec,3,negative,11,Z   U   N   G
32,gen,7,positive,9,C   E   L   M
32,gen_control,3,positive,8,W   A   P   S
32,gen,2,positive,11,C   E   L   K
32,ec,4,positive,9,M   E   H   K
32,ec,5,positive,10,K   E   L   M
32,ec,3,positive,7,M   E   C   H
32,ec,1,negative,5,D   N   U   G
32,gen,5,negative,8,Z   U   D   T
32,gen,3,positive,9,H   E   L   K
32,gen,2,negative,9,T   N   U   D
32,ec,6,positive,12,K   L   E   H
32,ec,6,negative,9,D   U   N   T
32,gen_control,2,positive,8,S   W   Y   P
32,gen,4,positive,7,C   H   E   L
32,gen,1,negative,10,T   U   N   G
32,gen,1,positive,10,H   E   M   K
32,ec,2,positive,11,L   E   M   K
32,gen,8,negative,8,G   N   U   D
32,gen_control,1,positive,6,S   P   Y   V
32,ec,8,positive,11,C   H   E   K
32,ec_control,2,positive,6,P   Y   W   S
32,ec,4,negative,7,G   U   N   D
32,ec_control,1,positive,10,V   A   S   P
32,gen,6,negative,12,N   U   G   Z
32,gen_control,4,negative,9,B   I   R   F
32,gen,6,positive,12,K   L   E   M
32,ec_control,1,negative,14,J   O   R   F
32,gen,8,positive,13,C   L   E   K
32,gen_control,4,positive,7,P   S   A   V
32,gen,3,negative,11,D   U   T   Z
32,ec,7,positive,11,K   E   H   M
32,gen,5,positive,10,K   E   C   H
32,ec,1,positive,12,C   L   E   M
32,gen,7,negative,9,Z   U   N   T
32,ec,8,negative,8,G   U   T   Z
32,gen_control,1,negative,11,F   O   R   B
32,ec,5,negative,8,G   U   N   T
32,gen_control,2,negative,7,B   J   O   F
32,gen,4,negative,6,T   U   G   Z
