subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
50,ec,8,positive,15,P   A   N   S
50,gen,6,positive,9,W   A   P   S
50,gen,3,negative,4,B   O   R   F
50,ec,6,positive,9,D   A   N   S
50,ec,6,negative,4,F   O   R   B
50,ec,3,negative,6,L   O   R   B
50,gen_control,2,negative,6,Z   E   V   T
50,ec,5,positive,8,P   A   N   D
50,ec_control,2,negative,3,H   Y   V   Z
50,ec,1,positive,11,N   A   P   S
50,ec_control,1,negative,10,T   E   H   V
50,gen,5,positive,11,S   N   A   D
50,gen_control,4,negative,4,H   Y   T   V
50,ec,3,positive,12,S   W   A   P
50,gen,8,negative,9,B   R   O   F
50,ec,4,negative,13,J   O   L   F
50,gen,5,negative,14,F   R   O   L
50,ec,4,positive,12,S   W   A   D
50,ec,1,negative,9,J   O   R   B
50,gen_control,4,positive,6,G   I   K   M
50,gen,1,positive,9,W   A   D   S
50,gen,7,positive,10,P   A   W   S
50,ec_control,1,positive,7,G   M   U   X
50,gen,7,negative,12,B   R   O   L
50,ec,2,negative,12,J   O   R   F
50,ec,2,positive,13,W   A   N   S
50,gen,3,positive,11,D   W   A   P
50,gen_control,2,positive,6,M   U   G   X
50,ec,5,negative,9,L   O   B   F
50,gen,1,negative,14,F   R   O   B
50,gen_control,1,positive,5,K   U   M   X
50,ec,7,negative,9,B   O   R   L
50,gen,8,positive,11,S   P   A   W
50,gen_control,3,positive,5,K   M   I   X
50,gen_control,1,negative,13,V   E   H   T
50,gen,4,negative,14,F   L   O   R
50,ec,8,negative,10,B   L   O   R
50,gen,2,negative,11,B   L   O   F
50,ec_control,2,positive,6,K   I   G   M
50,gen_control,3,negative,2,T   V   Y   Z
50,gen,4,positive,10,D   A   P   S
50,gen,2,positive,10,S   P   A   D
50,ec,7,positive,13,S   N   A   W
50,gen,6,negative,11,B   O   L   F
