subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
8,gen_control,1,positive,10,S   P   Y   V
8,ec,8,negative,1,Z   U   N   T
8,gen,8,positive,9,C   E   L   M
8,gen,2,negative,1,Z   U   D   T
8,gen_control,2,positive,10,S   W   Y   P
8,gen,6,negative,0,T   U   G   Z
8,ec,4,negative,1,Z   U   N   D
8,gen,6,positive,5,K   L   E   M
8,gen,2,positive,9,K   E   C   H
8,ec,2,positive,10,M   E   C   H
8,ec,1,positive,6,C   L   E   M
8,ec_control,2,positive,0,P   Y   W   S
8,gen,5,negative,0,T   N   U   D
8,gen,4,positive,6,K   E   L   M
8,ec,1,negative,13,G   U   T   Z
8,gen,3,positive,17,C   H   E   L
8,gen,4,negative,9,T   U   N   G
8,ec,5,positive,6,L   E   M   K
8,ec,2,negative,16,G   U   N   T
8,gen,7,positive,2,M   E   H   K
8,ec_control,1,positive,2,V   A   S   P
8,gen,7,negative,1,G   N   U   D
8,gen,1,positive,9,H   E   L   K
8,ec,4,positive,9,C   H   E   K
8,ec,3,positive,15,K   L   E   H
8,gen_control,3,negative,0,J   I   B   F
8,gen_control,4,positive,0,P   S   A   V
8,gen_control,3,positive,4,W   A   P   S
8,gen,3,negative,4,D   U   G   T
8,gen,1,negative,0,D   N   U   G
8,ec,8,positive,7,H   E   M   K
8,ec,3,negative,6,Z   U   N   G
8,gen_control,1,negative,11,F   O   R   B
8,ec,5,negative,9,D   U   T   Z
8,ec_control,2,negative,9,F   R   I   B
8,gen_control,2,negative,1,B   J   O   F
8,gen,8,negative,2,N   U   G   Z
8,ec,6,negative,14,G   U   N   D
8,gen_control,4,negative,11,B   I   R   F
8,gen,5,positive,8,K   E   H   M
8,ec,7,negative,8,D   U   N   T
8,ec,7,positive,6,C   L   E   K
8,ec_control,1,negative,9,J   O   R   F
8,ec,6,positive,3,C   E   L   K
