subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
13,ec_control,2,negative,3,P   Y   W   S
13,gen_control,1,positive,10,F   O   R   B
13,ec,3,negative,4,C   L   E   M
13,ec,3,positive,9,D   U   T   Z
13,ec,6,negative,11,M   E   C   H
13,gen,6,positive,6,D   U   G   T
13,ec,4,positive,9,G   U   N   T
13,ec,7,positive,8,G   U   N   D
13,gen,7,negative,13,C   L   E   K
13,gen,1,negative,12,C   H   E   K
13,gen_control,3,positive,10,J   I   B   F
13,gen_control,1,negative,14,S   P   Y   V
13,ec_control,1,positive,16,J   O   R   F
13,gen,8,positive,10,D   U   N   T
13,ec,8,negative,14,L   E   M   K
13,gen_control,2,negative,5,S   W   Y   P
13,gen,7,positive,9,N   U   G   Z
13,ec,4,negative,8,M   E   H   K
13,ec,6,positive,3,D   N   U   G
13,ec,2,positive,15,Z   U   N   D
13,gen_control,4,positive,11,B   I   R   F
13,gen,2,negative,9,K   E   H   M
13,gen,2,positive,7,Z   U   D   T
13,ec,5,positive,6,Z   U   N   T
13,gen_control,4,negative,10,P   S   A   V
13,ec,2,negative,12,C   E   L   M
13,ec,1,positive,10,T   U   N   G
13,gen,4,positive,9,Z   U   N   G
13,ec,5,negative,6,K   E   C   H
13,ec,1,negative,5,K   E   L   M
13,ec_control,1,negative,12,V   A   S   P
13,ec_control,2,positive,13,F   R   I   B
13,gen,5,positive,8,T   N   U   D
13,gen_control,3,negative,9,W   A   P   S
13,gen,1,positive,7,G   N   U   D
13,gen,3,positive,6,G   U   T   Z
13,gen,4,negative,11,H   E   M   K
13,ec,7,negative,8,H   E   L   K
13,gen,8,negative,9,K   L   E   H
13,gen,3,negative,13,C   E   L   K
13,gen,5,negative,8,C   H   E   L
13,gen,6,negative,11,K   L   E   M
13,ec,8,positive,5,T   U   G   Z
13,gen_control,2,positive,9,B   J   O   F
