subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
6,gen,6,negative,12,H   E   M   K
6,gen_control,2,negative,9,B   J   O   F
6,ec,5,positive,5,D   U   N   T
6,ec_control,2,positive,3,P   Y   W   S
6,gen_control,2,positive,12,S   W   Y   P
6,gen,8,negative,10,C   E   L   K
6,ec,2,positive,3,G   U   T   Z
6,ec,4,positive,2,T   U   G   Z
6,gen,3,positive,5,D   N   U   G
6,gen,5,negative,14,K   L   E   M
6,ec_control,1,positive,17,V   A   S   P
6,gen,5,positive,9,D   U   G   T
6,gen,1,positive,5,T   N   U   D
6,ec,7,positive,3,N   U   G   Z
6,ec,2,negative,15,K   E   L   M
6,gen,6,positive,13,D   U   T   Z
6,gen,2,positive,15,G   U   N   D
6,gen,8,positive,16,Z   U   N   D
6,ec,5,negative,10,M   E   H   K
6,ec,4,negative,9,M   E   C   H
6,gen,2,negative,15,H   E   L   K
6,ec,6,positive,5,G   N   U   D
6,gen,4,negative,18,K   L   E   H
6,gen,1,negative,7,L   E   M   K
6,gen_control,4,negative,11,B   I   R   F
6,gen,7,positive,13,Z   U   N   T
6,gen,7,negative,11,C   L   E   K
6,ec,1,negative,12,C   E   L   M
6,ec,8,positive,11,G   U   N   T
6,ec_control,1,negative,4,J   O   R   F
6,ec,8,negative,11,K   E   C   H
6,ec_control,2,negative,13,F   R   I   B
6,gen_control,1,positive,3,S   P   Y   V
6,ec,3,negative,14,C   L   E   M
6,gen_control,3,negative,3,J   I   B   F
6,ec,6,negative,13,K   E   H   M
6,gen_control,4,positive,5,P   S   A   V
6,ec,1,positive,17,Z   U   D   T
6,ec,7,negative,9,C   H   E   L
6,ec,3,positive,17,Z   U   N   G
6,gen_control,3,positive,18,W   A   P   S
6,gen_control,1,negative,9,F   O   R   B
6,gen,3,negative,6,C   H   E   K
6,gen,4,positive,6,T   U   N   G
