subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
29,gen_control,1,positive,12,F   O   R   B
29,gen,4,negative,13,K   E   H   M
29,ec_control,1,positive,10,J   O   R   F
29,gen,1,positive,5,D   U   G   T
29,gen,3,positive,5,Z   U   N   T
29,ec,1,positive,7,D   N   U   G
29,gen,6,negative,6,H   E   L   K
29,gen,1,negative,6,C   H   E   K
29,gen,3,negative,12,K   L   E   M
29,gen,7,negative,6,K   E   C   H
29,ec,2,positive,4,G   U   N   T
29,ec,8,positive,3,D   U   N   T
29,ec_control,2,positive,8,F   R   I   B
29,gen_control,3,negative,13,W   A   P   S
29,gen_control,4,negative,3,P   S   A   V
29,ec_control,1,negative,5,V   A   S   P
29,ec,5,positive,5,Z   U   N   D
29,ec,7,negative,11,K   L   E   H
29,gen_control,2,positive,9,B   J   O   F
29,gen,5,negative,10,C   H   E   L
29,gen,2,negative,7,C   L   E   K
29,ec,5,negative,6,C   E   L   K
29,gen_control,1,negative,4,S   P   Y   V
29,ec,1,negative,6,M   E   H   K
29,gen_control,4,positive,8,B   I   R   F
29,gen,8,positive,6,T   U   N   G
29,gen_control,2,negative,4,S   W   Y   P
29,gen,2,positive,6,T   N   U   D
29,gen,6,positive,6,Z   U   N   G
29,gen,8,negative,8,L   E   M   K
29,ec,2,negative,8,M   E   C   H
29,ec,4,positive,5,T   U   G   Z
29,gen,4,positive,5,G   N   U   D
29,ec,3,negative,12,C   L   E   M
29,gen,5,positive,6,G   U   N   D
29,gen_control,3,positive,5,J   I   B   F
29,gen,7,positive,6,N   U   G   Z
29,ec_control,2,negative,5,P   Y   W   S
29,ec,6,negative,13,K   E   L   M
29,ec,6,positive,9,D   U   T   Z
29,ec,4,negative,10,C   E   L   M
29,ec,7,positive,7,G   U   T   Z
29,ec,8,negative,9,H   E   M   K
29,ec,3,positive,5,Z   U   D   T
