subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
104,gen,7,positive,10,K   L   E   H
104,gen,5,negative,7,Z   U   D   T
104,gen_control,1,positive,7,S   P   Y   V
104,ec,2,positive,6,C   E   L   K
104,gen,4,negative,8,G   U   N   T
104,gen,1,negative,10,D   U   N   T
104,gen,6,negative,8,D   N   U   G
104,ec,8,positive,10,C   L   E   M
104,ec_control,1,positive,8,V   A   S   P
104,ec,8,negative,6,T   N   U   D
104,ec,3,positive,6,C   L   E   K
104,gen,5,positive,11,M   E   H   K
104,gen,8,positive,11,L   E   M   K
104,gen_control,3,negative,10,J   I   B   F
104,ec,7,positive,11,K   E   L   M
104,ec,1,positive,12,C   H   E   K
104,ec,6,negative,6,T   U   G   Z
104,gen_control,1,negative,11,F   O   R   B
104,gen,6,positive,10,K   E   H   M
104,ec_control,2,positive,9,P   Y   W   S
104,gen,8,negative,8,D   U   T   Z
104,gen,7,negative,7,D   U   G   T
104,ec,2,negative,8,Z   U   N   D
104,gen,4,positive,7,M   E   C   H
104,ec,4,negative,9,T   U   N   G
104,ec,4,positive,12,C   E   L   M
104,gen,1,positive,13,H   E   M   K
104,ec,3,negative,13,G   U   T   Z
104,ec,5,positive,11,C   H   E   L
104,ec,5,negative,10,Z   U   N   G
104,gen_control,4,positive,8,P   S   A   V
104,gen,3,negative,6,Z   U   N   T
104,gen_control,3,positive,8,W   A   P   S
104,gen_control,4,negative,6,B   I   R   F
104,ec,7,negative,5,N   U   G   Z
104,gen_control,2,positive,5,S   W   Y   P
104,ec_control,1,negative,8,J   O   R   F
104,gen,2,negative,6,G   N   U   D
104,ec,1,negative,7,G   U   N   D
104,gen_control,2,negative,11,B   J   O   F
104,ec_control,2,negative,12,F   R   I   B
104,ec,6,positive,12,K   L   E   M
104,gen,2,positive,10,K   E   C   H
104,gen,3,positive,10,H   E   L   K
