subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
35,ec,2,negative,16,S   N   A   W
35,gen,2,negative,5,S   W   A   P
35,ec,5,positive,14,J   O   R   F
35,ec,3,negative,15,W   A   P   S
35,gen,1,negative,15,W   A   N   S
35,gen,7,negative,7,D   W   A   P
35,gen,2,positive,6,F   R   O   L
35,ec_control,1,positive,4,T   E   H   V
35,ec,1,positive,16,L   O   R   B
35,gen,4,positive,12,B   O   L   F
35,gen,3,positive,11,J   O   L   F
35,gen,7,positive,10,B   R   O   L
35,ec,4,positive,8,B   R   O   F
35,gen,3,negative,9,P   A   W   S
35,ec,4,negative,11,S   P   A   W
35,gen,8,positive,11,L   O   B   F
35,ec,8,negative,12,P   A   N   D
35,gen,4,negative,12,S   P   A   D
35,gen,6,positive,12,B   L   O   F
35,gen_control,2,negative,10,M   U   G   X
35,ec,7,negative,10,S   W   A   D
35,gen_control,1,positive,6,V   E   H   T
35,ec_control,2,negative,5,K   I   G   M
35,gen_control,3,negative,14,K   M   I   X
35,ec,5,negative,12,W   A   D   S
35,gen_control,4,positive,16,H   Y   T   V
35,ec_control,2,positive,13,H   Y   V   Z
35,gen,5,negative,7,D   A   N   S
35,gen,6,negative,13,N   A   P   S
35,ec,8,positive,11,F   R   O   B
35,gen,5,positive,10,F   O   R   B
35,ec,1,negative,7,S   N   A   D
35,ec,3,positive,7,J   O   R   B
35,gen_control,4,negative,6,G   I   K   M
35,ec_control,1,negative,6,G   M   U   X
35,ec,6,negative,12,P   A   N   S
35,ec,7,positive,10,B   O   R   L
35,gen_control,2,positive,10,Z   E   V   T
35,ec,2,positive,9,F   L   O   R
35,gen_control,1,negative,9,K   U   M   X
35,gen,1,positive,9,B   L   O   R
35,gen,8,negative,5,D   A   P   S
35,gen_control,3,positive,5,T   V   Y   Z
35,ec,6,positive,10,B   O   R   F
