subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
20,gen,1,negative,15,S   P   A   D
20,ec,5,positive,3,F   R   O   B
20,gen,7,positive,3,J   O   L   F
20,ec,3,positive,2,L   O   B   F
20,ec_control,2,positive,15,K   I   G   M
20,ec,2,positive,13,F   L   O   R
20,ec_control,1,negative,4,T   E   H   V
20,ec,4,positive,2,J   O   R   F
20,gen,4,negative,15,W   A   D   S
20,ec,4,negative,7,D   W   A   P
20,ec,7,positive,4,B   L   O   F
20,gen,2,positive,3,F   O   R   B
20,gen,8,negative,16,D   A   N   S
20,ec,8,positive,1,B   R   O   L
20,ec_control,1,positive,2,G   M   U   X
20,ec,1,positive,2,J   O   R   B
20,ec,6,positive,4,F   R   O   L
20,ec,7,negative,14,W   A   P   S
20,ec,2,negative,16,S   N   A   D
20,gen_control,3,negative,1,T   V   Y   Z
20,gen,2,negative,12,S   W   A   P
20,gen_control,3,positive,4,K   M   I   X
20,gen,5,negative,7,S   N   A   W
20,gen,8,positive,3,B   R   O   F
20,ec,6,negative,1,W   A   N   S
20,gen_control,1,negative,2,V   E   H   T
20,gen,5,positive,3,B   L   O   R
20,ec_control,2,negative,1,H   Y   V   Z
20,gen,6,positive,3,B   O   R   L
20,gen_control,2,positive,2,M   U   G   X
20,gen,6,negative,15,S   W   A   D
20,gen,1,positive,2,B   O   L   F
20,gen,3,positive,2,L   O   R   B
20,gen,3,negative,12,P   A   N   D
20,ec,3,negative,13,P   A   N   S
20,gen_control,4,positive,1,G   I   K   M
20,gen,7,negative,17,N   A   P   S
20,gen_control,1,positive,2,K   U   M   X
20,gen_control,2,negative,2,Z   E   V   T
20,gen_control,4,negative,2,H   Y   T   V
20,gen,4,positive,3,B   O   R   F
20,ec,1,negative,13,P   A   W   S
20,ec,8,negative,9,S   P   A   W
20,ec,5,negative,6,D   A   P   S
