subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
69,ec,8,positive,10,G   U   N   D
69,ec,4,positive,13,G   N   U   D
69,gen_control,4,negative,7,P   S   A   V
69,gen,7,positive,9,D   U   N   T
69,gen_control,1,negative,4,S   P   Y   V
69,gen,6,negative,13,M   E   C   H
69,ec,4,negative,14,H   E   M   K
69,gen,3,negative,12,C   L   E   M
69,gen_control,2,positive,8,B   J   O   F
69,gen,4,positive,13,T   U   N   G
69,ec,6,negative,16,C   H   E   K
69,ec,1,positive,17,D   N   U   G
69,gen,1,negative,9,C   E   L   K
69,gen_control,2,negative,3,S   W   Y   P
69,ec,3,negative,8,L   E   M   K
69,gen,1,positive,14,Z   U   N   D
69,ec_control,1,negative,11,V   A   S   P
69,gen,8,positive,15,Z   U   N   T
69,ec,5,positive,13,Z   U   D   T
69,ec,5,negative,7,C   E   L   M
69,ec,7,negative,18,K   L   E   H
69,gen,5,negative,15,H   E   L   K
69,ec,2,positive,11,D   U   T   Z
69,gen,3,positive,7,T   U   G   Z
69,gen,7,negative,14,C   H   E   L
69,gen_control,3,positive,3,J   I   B   F
69,ec_control,2,negative,4,P   Y   W   S
69,ec_control,1,positive,18,J   O   R   F
69,gen,4,negative,10,K   E   L   M
69,gen,2,positive,8,N   U   G   Z
69,gen,6,positive,15,D   U   G   T
69,gen,5,positive,16,Z   U   N   G
69,ec,2,negative,10,C   L   E   K
69,gen,8,negative,13,K   E   H   M
69,ec,8,negative,10,K   E   C   H
69,gen_control,3,negative,15,W   A   P   S
69,gen,2,negative,13,M   E   H   K
69,gen_control,4,positive,18,B   I   R   F
69,ec_control,2,positive,9,F   R   I   B
69,ec,1,negative,11,K   L   E   M
69,ec,3,positive,15,G   U   N   T
69,ec,7,positive,14,T   N   U   D
69,gen_control,1,positive,15,F   O   R   B
69,ec,6,positive,10,G   U   T   Z
