subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
24,gen_control,1,positive,5,S   P   Y   V
24,ec,8,positive,8,L   E   M   K
24,ec,8,negative,13,T   U   N   G
24,gen_control,4,negative,10,B   I   R   F
24,gen_control,3,negative,4,J   I   B   F
24,ec,5,positive,8,C   E   L   K
24,ec_control,1,positive,11,V   A   S   P
24,gen_control,4,positive,1,P   S   A   V
24,ec,4,negative,11,D   U   N   T
24,ec_control,2,positive,6,P   Y   W   S
24,ec,2,positive,14,H   E   L   K
24,gen,6,positive,11,C   H   E   K
24,ec,5,negative,13,G   U   N   T
24,gen,6,negative,6,G   N   U   D
24,gen,4,negative,7,Z   U   N   T
24,ec,1,positive,8,K   L   E   M
24,gen,7,positive,6,C   E   L   M
24,gen,4,positive,7,H   E   M   K
24,gen,5,positive,5,M   E   H   K
24,gen,1,negative,4,Z   U   D   T
24,gen,1,positive,8,K   E   L   M
24,ec,1,negative,11,G   U   N   D
24,gen,8,positive,15,M   E   C   H
24,ec,3,positive,14,K   L   E   H
24,ec,7,negative,2,D   N   U   G
24,ec,6,positive,7,C   H   E   L
24,ec_control,2,negative,6,F   R   I   B
24,gen,7,negative,2,N   U   G   Z
24,ec,2,negative,1,T   U   G   Z
24,gen,3,negative,12,Z   U   N   D
24,gen_control,1,negative,13,F   O   R   B
24,ec,6,negative,5,D   U   G   T
24,gen,3,positive,4,C   L   E   K
24,gen_control,2,negative,6,B   J   O   F
24,ec_control,1,negative,11,J   O   R   F
24,ec,3,negative,7,T   N   U   D
24,gen_control,2,positive,0,S   W   Y   P
24,gen,2,positive,12,K   E   H   M
24,ec,7,positive,11,K   E   C   H
24,gen,2,negative,5,G   U   T   Z
24,ec,4,positive,7,C   L   E   M
24,gen_control,3,positive,8,W   A   P   S
24,gen,5,negative,8,D   U   T   Z
24,gen,8,negative,14,Z   U   N   G
