subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
101,ec_control,1,positive,10,J   O   R   F
101,gen,5,positive,14,T   N   U   D
101,ec,4,positive,7,N   U   G   Z
101,gen,4,positive,10,G   U   N   T
101,gen_control,2,negative,10,S   W   Y   P
101,ec,5,negative,12,C   L   E   M
101,gen,5,negative,8,L   E   M   K
101,ec,8,positive,15,D   U   N   T
101,gen_control,4,negative,4,P   S   A   V
101,gen,8,positive,4,Z   U   N   G
101,ec_control,2,negative,8,P   Y   W   S
101,ec,6,positive,12,G   N   U   D
101,ec,5,positive,9,G   U   N   D
101,gen_control,1,negative,2,S   P   Y   V
101,gen_control,4,positive,2,B   I   R   F
101,gen,2,negative,5,H   E   M   K
101,gen_control,3,negative,1,W   A   P   S
101,gen,6,negative,2,C   E   L   K
101,gen,7,positive,8,G   U   T   Z
101,ec,4,negative,5,C   L   E   K
101,ec,3,negative,7,C   H   E   K
101,ec,1,positive,11,D   U   G   T
101,ec_control,1,negative,5,V   A   S   P
101,gen,3,negative,9,H   E   L   K
101,ec,6,negative,7,M   E   C   H
101,ec,7,negative,11,C   H   E   L
101,gen,1,positive,3,Z   U   N   D
101,gen_control,3,positive,3,J   I   B   F
101,ec,7,positive,8,T   U   G   Z
101,ec,1,negative,2,K   L   E   M
101,gen,4,negative,5,M   E   H   K
101,gen_control,1,positive,7,F   O   R   B
101,ec,3,positive,12,D   U   T   Z
101,gen,2,positive,1,Z   U   N   T
101,ec_control,2,positive,6,F   R   I   B
101,gen,8,negative,4,C   E   L   M
101,ec,2,positive,6,T   U   N   G
101,gen,1,negative,8,K   E   L   M
101,gen,3,positive,9,Z   U   D   T
101,gen,6,positive,11,D   N   U   G
101,gen,7,negative,5,K   E   C   H
101,ec,2,negative,8,K   E   H   M
101,ec,8,negative,16,K   L   E   H
101,gen_control,2,positive,9,B   J   O   F
