subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
90,ec,7,negative,3,B   R   O   L
90,ec,6,negative,6,B   L   O   R
90,ec,3,negative,4,B   O   R   L
90,ec,3,positive,15,D   W   A   P
90,gen,2,negative,7,B   O   R   F
90,gen,5,positive,12,P   A   N   S
90,gen_control,4,negative,15,H   Y   T   V
90,ec_control,1,positive,17,G   M   U   X
90,ec,8,negative,3,B   L   O   F
90,gen,6,negative,4,B   O   L   F
90,gen,3,negative,6,F   O   R   B
90,gen_control,1,positive,13,K   U   M   X
90,gen,4,positive,14,W   A   D   S
90,ec,2,negative,6,J   O   R   B
90,ec,5,positive,17,S   P   A   W
90,ec_control,2,negative,13,H   Y   V   Z
90,gen,6,positive,11,N   A   P   S
90,ec_control,1,negative,13,T   E   H   V
90,gen,7,negative,6,L   O   B   F
90,ec_control,2,positive,10,K   I   G   M
90,ec,1,negative,5,J   O   R   F
90,ec,7,positive,15,S   N   A   D
90,ec,5,negative,3,F   R   O   B
90,gen_control,3,negative,10,T   V   Y   Z
90,gen_control,4,positive,12,G   I   K   M
90,ec,1,positive,17,S   W   A   P
90,gen_control,2,negative,11,Z   E   V   T
90,ec,4,positive,14,P   A   W   S
90,gen_control,2,positive,15,M   U   G   X
90,ec,6,positive,12,S   W   A   D
90,gen,5,negative,6,L   O   R   B
90,ec,8,positive,13,D   A   N   S
90,gen,7,positive,14,S   N   A   W
90,ec,4,negative,6,F   L   O   R
90,gen,8,negative,5,J   O   L   F
90,gen,4,negative,4,B   R   O   F
90,gen_control,1,negative,9,V   E   H   T
90,gen,3,positive,11,S   P   A   D
90,gen_control,3,positive,12,K   M   I   X
90,ec,2,positive,13,W   A   P   S
90,gen,1,positive,14,D   A   P   S
90,gen,8,positive,13,P   A   N   D
90,gen,2,positive,12,W   A   N   S
90,gen,1,negative,5,F   R   O   L
