subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
27,gen,8,negative,10,W   A   D   S
27,ec,2,positive,7,B   O   L   F
27,ec_control,2,negative,10,K   I   G   M
27,gen_control,4,negative,10,G   I   K   M
27,gen,8,positive,7,B   R   O   L
27,ec,4,negative,12,P   A   W   S
27,ec,8,positive,5,F   R   O   B
27,ec,3,negative,11,S   W   A   P
27,ec,3,positive,11,F   R   O   L
27,gen,4,negative,6,S   P   A   W
27,gen,1,positive,4,J   O   R   F
27,gen,5,positive,4,B   R   O   F
27,gen,2,positive,7,B   O   R   L
27,gen,2,negative,4,S   N   A   D
27,gen_control,1,negative,3,K   U   M   X
27,ec_control,2,positive,2,H   Y   V   Z
27,ec,8,negative,8,P   A   N   S
27,gen_control,2,positive,6,Z   E   V   T
27,ec,4,positive,12,F   L   O   R
27,gen_control,4,positive,5,H   Y   T   V
27,gen_control,2,negative,5,M   U   G   X
27,gen,7,negative,9,W   A   N   S
27,gen,3,positive,8,F   O   R   B
27,gen,3,negative,8,N   A   P   S
27,ec,7,positive,10,J   O   R   B
27,gen,1,negative,10,P   A   N   D
27,gen_control,3,positive,6,T   V   Y   Z
27,ec,6,positive,8,B   L   O   R
27,ec,1,positive,6,B   L   O   F
27,gen_control,1,positive,10,V   E   H   T
27,ec,2,negative,11,S   W   A   D
27,ec,6,negative,12,D   A   N   S
27,gen,4,positive,8,L   O   B   F
27,gen,7,positive,9,J   O   L   F
27,ec,7,negative,12,D   W   A   P
27,ec,5,positive,11,B   O   R   F
27,gen,6,negative,5,S   N   A   W
27,ec,1,negative,10,S   P   A   D
27,gen_control,3,negative,9,K   M   I   X
27,ec_control,1,positive,10,T   E   H   V
27,gen,6,positive,13,L   O   R   B
27,ec_control,1,negative,5,G   M   U   X
27,ec,5,negative,13,W   A   P   S
27,gen,5,negative,14,D   A   P   S
