subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
7,gen,1,negative,5,Z   U   N   T
7,ec,2,negative,7,T   U   G   Z
7,ec,7,positive,7,K   E   H   M
7,gen,5,positive,11,C   E   L   M
7,gen,2,negative,12,G   U   N   D
7,gen,6,negative,11,T   U   N   G
7,gen_control,3,negative,10,W   A   P   S
7,gen,3,negative,11,N   U   G   Z
7,gen_control,4,negative,7,P   S   A   V
7,gen_control,4,positive,8,B   I   R   F
7,ec,7,negative,7,Z   U   N   D
7,ec,3,positive,6,C   L   E   K
7,gen,4,negative,6,D   N   U   G
7,gen,2,positive,5,C   E   L   K
7,ec,5,positive,7,C   H   E   L
7,gen,8,positive,11,K   E   L   M
7,ec,6,positive,9,L   E   M   K
7,gen_control,1,positive,11,F   O   R   B
7,ec,1,positive,10,C   H   E   K
7,ec,6,negative,13,G   U   N   T
7,ec_control,1,negative,11,V   A   S   P
7,gen,8,negative,10,D   U   G   T
7,ec,2,positive,11,H   E   L   K
7,ec,3,negative,12,Z   U   N   G
7,ec,5,negative,13,G   N   U   D
7,ec,8,negative,11,D   U   N   T
7,gen,7,positive,8,K   E   C   H
7,ec,1,negative,8,D   U   T   Z
7,gen_control,2,negative,7,S   W   Y   P
7,gen_control,2,positive,6,B   J   O   F
7,gen_control,3,positive,5,J   I   B   F
7,ec,4,positive,8,C   L   E   M
7,ec_control,1,positive,10,J   O   R   F
7,gen,1,positive,11,M   E   C   H
7,ec,8,positive,10,K   L   E   H
7,ec,4,negative,9,Z   U   D   T
7,gen,4,positive,10,K   L   E   M
7,gen,5,negative,9,G   U   T   Z
7,gen,3,positive,8,H   E   M   K
7,gen_control,1,negative,4,S   P   Y   V
7,gen,7,negative,7,T   N   U   D
7,ec_control,2,positive,9,F   R   I   B
7,gen,6,positive,6,M   E   H   K
7,ec_control,2,negative,5,P   Y   W   S
