subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
94,gen,5,positive,14,D   U   N   T
94,gen,6,negative,15,H   E   L   K
94,ec_control,1,positive,6,V   A   S   P
94,gen,6,positive,8,G   U   N   D
94,gen,3,positive,9,G   U   T   Z
94,ec,3,positive,8,T   U   N   G
94,ec,7,negative,5,M   E   H   K
94,ec,8,positive,1,T   U   G   Z
94,gen,1,negative,17,K   L   E   H
94,ec,7,positive,14,G   N   U   D
94,ec_control,1,negative,4,J   O   R   F
94,gen,4,positive,8,Z   U   N   T
94,ec,6,positive,8,Z   U   D   T
94,ec,1,negative,15,C   H   E   K
94,gen,8,negative,10,C   E   L   K
94,gen_control,4,positive,10,P   S   A   V
94,gen,7,positive,17,Z   U   N   G
94,gen_control,4,negative,5,B   I   R   F
94,ec_control,2,negative,4,F   R   I   B
94,ec,4,negative,11,C   E   L   M
94,gen_control,2,positive,0,S   W   Y   P
94,ec,6,negative,14,L   E   M   K
94,ec,3,negative,14,H   E   M   K
94,gen_control,1,positive,3,S   P   Y   V
94,gen,4,negative,13,C   L   E   M
94,ec,5,negative,5,K   E   H   M
94,ec,8,negative,6,C   L   E   K
94,gen,7,negative,9,M   E   C   H
94,gen_control,3,negative,1,J   I   B   F
94,ec,2,positive,6,D   N   U   G
94,ec,1,positive,9,Z   U   N   D
94,ec,4,positive,10,G   U   N   T
94,gen,1,positive,4,N   U   G   Z
94,gen,5,negative,9,K   E   L   M
94,ec_control,2,positive,1,P   Y   W   S
94,gen,8,positive,5,D   U   G   T
94,gen,2,negative,7,C   H   E   L
94,gen_control,3,positive,3,W   A   P   S
94,gen,2,positive,11,D   U   T   Z
94,ec,5,positive,4,T   N   U   D
94,gen,3,negative,10,K   L   E   M
94,gen_control,1,negative,13,F   O   R   B
94,gen_control,2,negative,4,B   J   O   F
94,ec,2,negative,9,K   E   C   H
