subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
99,gen,6,positive,12,B   O   R   L
99,ec,5,positive,14,F   O   R   B
99,ec,8,negative,10,W   A   N   S
99,gen,3,positive,6,B   R   O   L
99,gen_control,2,positive,6,Z   E   V   T
99,gen,2,negative,12,S   W   A   D
99,ec_control,1,negative,1,G   M   U   X
99,ec,2,negative,9,N   A   P   S
99,ec,2,positive,16,J   O   R   B
99,gen,5,positive,16,F   L   O   R
99,gen,4,negative,9,S   N   A   D
99,gen,3,negative,11,P   A   N   D
99,gen_control,3,positive,0,T   V   Y   Z
99,ec,4,negative,14,D   A   P   S
99,gen,7,negative,14,P   A   N   S
99,gen,7,positive,10,B   L   O   F
99,ec,7,positive,4,L   O   B   F
99,ec,4,positive,9,F   R   O   B
99,ec,3,positive,10,B   O   L   F
99,ec,3,negative,6,S   P   A   W
99,ec_control,2,positive,0,H   Y   V   Z
99,gen,1,negative,7,P   A   W   S
99,gen,5,negative,8,W   A   D   S
99,gen,8,negative,4,D   W   A   P
99,ec_control,2,negative,2,K   I   G   M
99,gen,4,positive,10,B   O   R   F
99,gen_control,2,negative,3,M   U   G   X
99,ec,7,negative,7,S   W   A   P
99,gen,6,negative,8,W   A   P   S
99,ec,6,negative,6,S   N   A   W
99,gen,8,positive,9,B   R   O   F
99,ec,5,negative,12,D   A   N   S
99,ec,6,positive,9,J   O   L   F
99,gen_control,4,negative,2,G   I   K   M
99,ec_control,1,positive,2,T   E   H   V
99,gen,1,positive,14,F   R   O   L
99,gen_control,1,negative,0,K   U   M   X
99,gen,2,positive,12,B   L   O   R
99,gen_control,1,positive,7,V   E   H   T
99,ec,8,positive,11,J   O   R   F
99,gen_control,3,negative,1,K   M   I   X
99,ec,1,positive,16,L   O   R   B
99,ec,1,negative,9,S   P   A   D
99,gen_control,4,positive,0,H   Y   T   V
