subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
67,gen,8,positive,0,L   O   R   B
67,ec_control,1,positive,0,T   E   H   V
67,gen,2,positive,1,B   R   O   F
67,gen,2,negative,0,D   W   A   P
67,gen,5,positive,6,F   R   O   B
67,ec,2,positive,0,B   L   O   F
67,ec,3,negative,11,S   W   A   D
67,gen_control,4,positive,0,H   Y   T   V
67,gen_control,3,positive,0,T   V   Y   Z
67,ec_control,2,positive,0,H   Y   V   Z
67,gen_control,3,negative,14,K   M   I   X
67,gen,6,positive,5,B   L   O   R
67,ec,2,negative,18,D   A   N   S
67,ec,5,negative,19,P   A   N   S
67,gen_control,4,negative,2,G   I   K   M
67,gen_control,1,negative,15,K   U   M   X
67,gen,4,positive,0,B   O   L   F
67,gen,6,negative,12,S   N   A   W
67,ec,7,positive,7,J   O   L   F
67,gen,1,negative,10,S   P   A   W
67,gen,1,positive,18,B   R   O   L
67,ec,6,positive,19,J   O   R   B
67,gen_control,2,negative,2,M   U   G   X
67,ec,1,positive,0,L   O   B   F
67,ec,4,positive,0,B   O   R   F
67,ec,7,negative,18,P   A   W   S
67,ec,8,positive,0,F   O   R   B
67,gen,7,negative,19,W   A   D   S
67,gen,3,positive,5,J   O   R   F
67,ec,6,negative,16,W   A   N   S
67,ec,3,positive,4,F   R   O   L
67,ec_control,2,negative,2,K   I   G   M
67,ec,8,negative,17,S   P   A   D
67,gen,8,negative,19,S   W   A   P
67,ec,4,negative,13,P   A   N   D
67,gen_control,2,positive,19,Z   E   V   T
67,gen_control,1,positive,16,V   E   H   T
67,gen,3,negative,5,S   N   A   D
67,ec,5,positive,19,F   L   O   R
67,ec_control,1,negative,8,G   M   U   X
67,gen,5,negative,1,D   A   P   S
67,ec,1,negative,18,W   A   P   S
67,gen,7,positive,5,B   O   R   L
67,gen,4,negative,8,N   A   P   S
