subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
5,gen,6,positive,15,G   U   N   D
5,ec,4,negative,7,M   E   C   H
5,ec,1,negative,5,C   L   E   K
5,ec,6,positive,10,G   N   U   D
5,ec_control,2,positive,10,F   R   I   B
5,gen_control,4,positive,8,B   I   R   F
5,gen_control,4,negative,5,P   S   A   V
5,ec,2,negative,9,C   E   L   M
5,gen_control,2,positive,6,B   J   O   F
5,gen,6,negative,9,C   L   E   M
5,gen,4,negative,8,C   E   L   K
5,gen,7,positive,3,D   U   G   T
5,gen,1,positive,3,T   U   G   Z
5,ec,6,negative,8,H   E   L   K
5,ec,4,positive,11,G   U   N   T
5,ec,5,negative,10,K   E   C   H
5,ec,7,positive,10,Z   U   N   D
5,gen,5,positive,7,T   U   N   G
5,ec,3,negative,9,L   E   M   K
5,ec_control,1,positive,5,J   O   R   F
5,gen_control,3,positive,4,J   I   B   F
5,ec,1,positive,2,D   U   T   Z
5,gen,8,positive,5,N   U   G   Z
5,gen,2,positive,5,Z   U   N   T
5,gen,1,negative,8,M   E   H   K
5,gen,2,negative,6,K   E   H   M
5,ec_control,1,negative,1,V   A   S   P
5,gen_control,1,negative,7,S   P   Y   V
5,gen,4,positive,6,D   U   N   T
5,ec_control,2,negative,5,P   Y   W   S
5,gen_control,2,negative,9,S   W   Y   P
5,ec,8,negative,8,K   L   E   M
5,gen,3,positive,7,G   U   T   Z
5,gen,8,negative,9,H   E   M   K
5,ec,8,positive,10,D   N   U   G
5,gen,3,negative,9,C   H   E   K
5,ec,7,negative,8,K   E   L   M
5,gen,5,negative,11,K   L   E   H
5,gen_control,3,negative,3,W   A   P   S
5,ec,5,positive,7,Z   U   D   T
5,ec,3,positive,7,T   N   U   D
5,gen,7,negative,13,C   H   E   L
5,gen_control,1,positive,6,F   O   R   B
5,ec,2,positive,7,Z   U   N   G
