subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
17,ec,8,positive,14,W   A   N   S
17,gen,6,negative,11,B   O   R   F
17,gen_control,4,positive,4,H   Y   T   V
17,gen,4,negative,8,L   O   B   F
17,ec,6,positive,11,S   N   A   W
17,gen_control,3,positive,2,T   V   Y   Z
17,ec,6,negative,4,J   O   L   F
17,ec_control,2,positive,3,H   Y   V   Z
17,gen,6,positive,15,P   A   N   S
17,gen,1,positive,15,D   A   N   S
17,ec,1,positive,12,D   W   A   P
17,gen,3,positive,18,W   A   P   S
17,gen,2,negative,7,J   O   R   F
17,ec,4,positive,10,P   A   N   D
17,ec,3,negative,9,B   O   L   F
17,gen,8,positive,14,P   A   W   S
17,ec,8,negative,4,F   R   O   B
17,gen_control,4,negative,2,G   I   K   M
17,ec_control,1,positive,2,T   E   H   V
17,ec,7,positive,18,N   A   P   S
17,ec,1,negative,7,F   R   O   L
17,gen,5,positive,6,W   A   D   S
17,ec,2,negative,6,B   O   R   L
17,gen,5,negative,8,J   O   R   B
17,gen,2,positive,12,S   P   A   W
17,ec,2,positive,3,S   W   A   D
17,gen,3,negative,6,B   L   O   F
17,gen,4,positive,11,D   A   P   S
17,gen_control,1,negative,3,K   U   M   X
17,gen_control,3,negative,5,K   M   I   X
17,gen,8,negative,6,F   O   R   B
17,gen_control,2,negative,10,M   U   G   X
17,ec_control,2,negative,5,K   I   G   M
17,ec_control,1,negative,4,G   M   U   X
17,ec,3,positive,4,S   W   A   P
17,gen_control,2,positive,9,Z   E   V   T
17,ec,7,negative,8,B   L   O   R
17,ec,4,negative,7,B   R   O   F
17,ec,5,negative,7,L   O   R   B
17,gen,7,negative,11,B   R   O   L
17,ec,5,positive,11,S   P   A   D
17,gen,1,negative,11,F   L   O   R
17,gen_control,1,positive,13,V   E   H   T
17,gen,7,positive,9,S   N   A   D
