subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
103,gen,5,positive,10,M   E   C   H
103,gen,3,positive,4,C   L   E   K
103,ec_control,2,positive,4,F   R   I   B
103,gen_control,3,positive,4,J   I   B   F
103,gen_control,3,negative,19,W   A   P   S
103,gen,2,positive,16,K   E   H   M
103,gen,1,positive,1,C   H   E   K
103,ec,4,negative,9,D   U   N   T
103,ec,6,positive,8,H   E   L   K
103,ec,2,negative,16,G   U   N   D
103,gen,4,positive,3,C   H   E   L
103,ec,5,negative,5,G   U   T   Z
103,ec_control,1,positive,16,J   O   R   F
103,ec,8,positive,9,H   E   M   K
103,gen,8,positive,8,K   E   L   M
103,ec_control,1,negative,16,V   A   S   P
103,gen,1,negative,2,Z   U   D   T
103,gen,6,negative,2,T   U   G   Z
103,gen_control,1,negative,3,S   P   Y   V
103,gen,4,negative,3,D   N   U   G
103,gen_control,2,negative,13,S   W   Y   P
103,gen,7,negative,7,Z   U   N   T
103,ec,5,positive,4,C   E   L   M
103,ec,1,positive,8,K   L   E   H
103,ec,1,negative,5,T   N   U   D
103,ec,3,negative,3,Z   U   N   G
103,ec,7,positive,12,L   E   M   K
103,gen,7,positive,4,C   E   L   K
103,gen_control,2,positive,14,B   J   O   F
103,ec,7,negative,3,G   N   U   D
103,ec,6,negative,4,Z   U   N   D
103,ec,8,negative,4,D   U   T   Z
103,gen,8,negative,3,D   U   G   T
103,gen_control,1,positive,18,F   O   R   B
103,gen_control,4,negative,9,P   S   A   V
103,ec,3,positive,5,M   E   H   K
103,ec,4,positive,5,K   L   E   M
103,gen,6,positive,3,C   L   E   M
103,gen,3,negative,5,G   U   N   T
103,gen_control,4,positive,9,B   I   R   F
103,ec,2,positive,3,K   E   C   H
103,gen,5,negative,5,T   U   N   G
103,gen,2,negative,0,N   U   G   Z
103,ec_control,2,negative,0,P   Y   W   S
