subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
22,gen,1,negative,1,C   E   L   K
22,gen,6,negative,9,M   E   C   H
22,gen,7,positive,7,Z   U   D   T
22,ec,4,negative,11,C   H   E   L
22,gen_control,3,positive,11,W   A   P   S
22,ec,7,negative,13,K   L   E   H
22,ec,1,negative,10,K   E   C   H
22,gen,3,positive,7,N   U   G   Z
22,ec_control,1,negative,13,J   O   R   F
22,ec,8,negative,8,C   L   E   M
22,gen,1,positive,8,G   N   U   D
22,gen,8,negative,11,K   E   H   M
22,gen,4,negative,14,C   E   L   M
22,ec,4,positive,3,T   N   U   D
22,gen_control,3,negative,2,J   I   B   F
22,ec,7,positive,2,T   U   G   Z
22,gen,4,positive,9,Z   U   N   T
22,gen,7,negative,12,H   E   M   K
22,gen,8,positive,15,T   U   N   G
22,gen_control,1,positive,1,S   P   Y   V
22,ec,5,negative,7,C   L   E   K
22,ec,3,negative,6,M   E   H   K
22,ec,2,negative,13,K   E   L   M
22,gen,6,positive,8,D   N   U   G
22,gen_control,2,positive,4,S   W   Y   P
22,gen_control,2,negative,6,B   J   O   F
22,gen,3,negative,11,K   L   E   M
22,gen,5,negative,16,L   E   M   K
22,gen_control,4,positive,2,P   S   A   V
22,ec,3,positive,6,D   U   G   T
22,ec_control,2,positive,13,P   Y   W   S
22,gen,2,positive,16,D   U   T   Z
22,gen_control,1,negative,16,F   O   R   B
22,ec_control,1,positive,12,V   A   S   P
22,ec,1,positive,14,G   U   N   T
22,gen,5,positive,14,D   U   N   T
22,ec,6,negative,13,H   E   L   K
22,ec,5,positive,14,Z   U   N   G
22,ec,8,positive,15,G   U   T   Z
22,gen_control,4,negative,15,B   I   R   F
22,ec,6,positive,16,Z   U   N   D
22,ec,2,positive,16,G   U   N   D
22,ec_control,2,negative,5,F   R   I   B
22,gen,2,negative,7,C   H   E   K
