subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
1,gen,5,negative,18,F   L   O   R
1,ec,2,positive,16,D   A   P   S
1,ec,3,positive,16,S   W   A   P
1,ec,1,positive,16,D   A   N   S
1,gen,2,positive,17,P   A   N   S
1,gen_control,2,positive,4,Z   E   V   T
1,gen_control,3,negative,5,K   M   I   X
1,ec,4,positive,19,P   A   W   S
1,ec_control,2,positive,3,H   Y   V   Z
1,ec,6,negative,3,B   L   O   F
1,gen_control,3,positive,2,T   V   Y   Z
1,ec_control,1,negative,2,G   M   U   X
1,gen,5,positive,5,W   A   D   S
1,gen,6,positive,12,D   W   A   P
1,ec,8,negative,10,F   R   O   B
1,gen_control,1,negative,8,K   U   M   X
1,ec,3,negative,12,J   O   L   F
1,gen_control,2,negative,5,M   U   G   X
1,gen,7,negative,5,B   R   O   L
1,gen_control,4,negative,5,G   I   K   M
1,gen,8,positive,13,W   A   N   S
1,gen,4,positive,8,S   N   A   D
1,gen_control,4,positive,1,H   Y   T   V
1,ec,6,positive,16,S   P   A   W
1,gen_control,1,positive,12,V   E   H   T
1,ec_control,2,negative,5,K   I   G   M
1,gen,3,positive,14,S   P   A   D
1,gen,7,positive,16,S   N   A   W
1,gen,6,negative,6,F   R   O   L
1,ec,5,negative,7,F   O   R   B
1,ec_control,1,positive,0,T   E   H   V
1,ec,7,negative,7,J   O   R   B
1,ec,7,positive,18,N   A   P   S
1,gen,4,negative,4,L   O   B   F
1,ec,5,positive,6,P   A   N   D
1,gen,8,negative,7,B   O   R   L
1,ec,2,negative,6,B   O   L   F
1,ec,8,positive,6,S   W   A   D
1,gen,1,positive,17,W   A   P   S
1,gen,1,negative,6,B   R   O   F
1,ec,1,negative,5,J   O   R   F
1,gen,2,negative,6,B   O   R   F
1,ec,4,negative,9,L   O   R   B
1,gen,3,negative,7,B   L   O   R
