subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
84,ec,5,positive,11,J   O   L   F
84,gen,7,negative,8,S   W   A   P
84,gen,3,negative,8,D   A   P   S
84,ec,3,negative,7,S   N   A   W
84,gen,5,negative,6,W   A   D   S
84,gen,6,positive,7,J   O   R   B
84,ec_control,2,negative,7,H   Y   V   Z
84,ec,8,positive,9,B   O   L   F
84,gen_control,3,negative,7,T   V   Y   Z
84,gen,4,positive,11,F   L   O   R
84,gen,1,negative,10,P   A   N   S
84,gen,7,positive,11,B   R   O   F
84,gen,6,negative,9,S   N   A   D
84,gen_control,1,positive,8,K   U   M   X
84,ec,1,positive,9,B   O   R   F
84,ec,3,positive,10,L   O   R   B
84,gen,5,positive,12,B   L   O   F
84,ec_control,2,positive,10,K   I   G   M
84,gen_control,3,positive,11,K   M   I   X
84,ec,4,positive,12,B   O   R   L
84,ec_control,1,negative,9,T   E   H   V
84,ec,5,negative,9,P   A   W   S
84,ec,6,negative,10,W   A   N   S
84,ec_control,1,positive,8,G   M   U   X
84,ec,6,positive,12,F   R   O   L
84,ec,2,negative,7,P   A   N   D
84,gen,3,positive,12,L   O   B   F
84,ec,8,negative,9,D   W   A   P
84,gen,8,negative,11,W   A   P   S
84,ec,1,negative,8,S   P   A   D
84,gen_control,2,negative,7,Z   E   V   T
84,gen_control,4,negative,7,H   Y   T   V
84,ec,7,negative,8,N   A   P   S
84,gen,2,negative,8,S   P   A   W
84,gen_control,1,negative,9,V   E   H   T
84,gen,8,positive,11,F   O   R   B
84,gen,4,negative,9,S   W   A   D
84,gen_control,2,positive,8,M   U   G   X
84,ec,2,positive,10,B   R   O   L
84,ec,7,positive,11,B   L   O   R
84,ec,4,negative,8,D   A   N   S
84,gen_control,4,positive,8,G   I   K   M
84,gen,2,positive,10,F   R   O   B
84,gen,1,positive,10,J   O   R   F
