subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
60,gen_control,2,positive,10,M   U   G   X
60,gen,7,positive,13,L   O   R   B
60,gen,7,negative,6,S   N   A   D
60,gen,1,positive,3,L   O   B   F
60,gen,1,negative,6,S   W   A   D
60,gen,5,positive,6,F   O   R   B
60,gen_control,4,negative,1,H   Y   T   V
60,gen,4,positive,9,J   O   R   F
60,ec,3,positive,13,B   O   L   F
60,ec,1,positive,11,J   O   R   B
60,ec,3,negative,9,S   N   A   W
60,ec_control,1,positive,10,G   M   U   X
60,gen,5,negative,12,P   A   N   S
60,gen,3,positive,9,B   R   O   L
60,ec,5,negative,7,P   A   N   D
60,ec,6,negative,9,W   A   N   S
60,gen_control,1,negative,6,V   E   H   T
60,gen,8,negative,10,S   W   A   P
60,ec,6,positive,11,B   O   R   F
60,ec,7,negative,10,N   A   P   S
60,ec,8,positive,11,B   O   R   L
60,ec,2,positive,10,B   R   O   F
60,ec_control,1,negative,3,T   E   H   V
60,gen,2,negative,9,W   A   P   S
60,ec,4,negative,9,S   P   A   W
60,gen,4,negative,9,S   P   A   D
60,ec,1,negative,9,D   A   P   S
60,gen,6,positive,11,B   L   O   F
60,gen_control,3,negative,2,T   V   Y   Z
60,gen,2,positive,12,F   R   O   L
60,ec,2,negative,9,W   A   D   S
60,gen_control,3,positive,10,K   M   I   X
60,ec_control,2,negative,2,H   Y   V   Z
60,ec,4,positive,14,F   R   O   B
60,ec_control,2,positive,6,K   I   G   M
60,ec,8,negative,9,D   A   N   S
60,ec,7,positive,14,F   L   O   R
60,gen,3,negative,10,P   A   W   S
60,gen,8,positive,15,J   O   L   F
60,gen_control,1,positive,9,K   U   M   X
60,gen_control,2,negative,4,Z   E   V   T
60,gen_control,4,positive,4,G   I   K   M
60,ec,5,positive,15,B   L   O   R
60,gen,6,negative,9,D   W   A   P
