subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
23,ec,8,negative,18,T   U   N   G
23,gen,2,positive,16,K   E   H   M
23,ec,6,negative,13,G   U   N   D
23,gen,6,positive,9,C   H   E   K
23,gen,7,negative,2,T   U   G   Z
23,ec_control,2,negative,0,P   Y   W   S
23,gen,3,negative,15,D   N   U   G
23,ec,6,positive,11,M   E   C   H
23,ec,3,negative,15,Z   U   N   T
23,ec,2,negative,16,Z   U   N   D
23,ec,4,positive,17,C   E   L   K
23,gen,2,negative,13,N   U   G   Z
23,gen_control,4,positive,18,B   I   R   F
23,gen,3,positive,16,C   L   E   K
23,gen_control,3,positive,2,J   I   B   F
23,gen,4,negative,4,D   U   G   T
23,gen,8,negative,18,D   U   T   Z
23,gen,7,positive,14,K   E   C   H
23,ec,7,negative,13,D   U   N   T
23,ec_control,2,positive,11,F   R   I   B
23,ec,2,positive,16,L   E   M   K
23,ec,1,positive,12,K   L   E   M
23,ec,5,positive,13,C   E   L   M
23,ec,7,positive,16,H   E   L   K
23,gen,6,negative,3,G   U   T   Z
23,ec,4,negative,14,G   U   N   T
23,gen_control,2,negative,0,S   W   Y   P
23,gen,8,positive,1,K   L   E   H
23,gen_control,2,positive,0,B   J   O   F
23,gen,4,positive,3,M   E   H   K
23,ec,3,positive,6,H   E   M   K
23,gen,5,positive,7,K   E   L   M
23,gen,1,positive,9,C   H   E   L
23,gen_control,4,negative,0,P   S   A   V
23,ec_control,1,negative,2,V   A   S   P
23,ec,8,positive,5,C   L   E   M
23,gen_control,3,negative,11,W   A   P   S
23,gen,5,negative,16,Z   U   N   G
23,ec,1,negative,13,Z   U   D   T
23,gen_control,1,positive,17,F   O   R   B
23,gen,1,negative,15,G   N   U   D
23,gen_control,1,negative,6,S   P   Y   V
23,ec_control,1,positive,9,J   O   R   F
23,ec,5,negative,11,T   N   U   D
