subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
19,gen_control,3,negative,15,K   M   I   X
19,gen,7,negative,18,N   A   P   S
19,gen,5,negative,17,W   A   D   S
19,ec,3,negative,17,S   N   A   W
19,ec_control,1,negative,7,G   M   U   X
19,ec,6,positive,7,B   L   O   F
19,gen_control,1,positive,4,V   E   H   T
19,gen,8,negative,13,D   A   N   S
19,gen,3,negative,10,S   P   A   D
19,ec,2,negative,11,D   W   A   P
19,ec,5,negative,10,P   A   N   D
19,gen,7,positive,8,F   R   O   L
19,gen_control,4,negative,5,G   I   K   M
19,ec,1,positive,13,F   L   O   R
19,ec,3,positive,11,J   O   R   F
19,gen,6,negative,16,P   A   N   S
19,ec,4,positive,14,J   O   R   B
19,gen,1,positive,12,F   O   R   B
19,gen_control,4,positive,4,H   Y   T   V
19,gen,8,positive,5,L   O   B   F
19,ec,1,negative,13,S   N   A   D
19,gen_control,1,negative,2,K   U   M   X
19,gen_control,3,positive,2,T   V   Y   Z
19,ec,7,negative,18,P   A   W   S
19,ec_control,2,positive,5,H   Y   V   Z
19,ec_control,1,positive,5,T   E   H   V
19,ec,5,positive,15,L   O   R   B
19,ec,4,negative,11,S   W   A   D
19,ec,7,positive,7,B   O   R   F
19,gen_control,2,positive,2,Z   E   V   T
19,ec,6,negative,13,W   A   N   S
19,gen,2,negative,7,D   A   P   S
19,gen,3,positive,11,B   O   L   F
19,gen,1,negative,9,S   P   A   W
19,gen,6,positive,9,B   O   R   L
19,gen,4,negative,13,W   A   P   S
19,gen,4,positive,12,J   O   L   F
19,ec,8,negative,11,S   W   A   P
19,ec_control,2,negative,4,K   I   G   M
19,gen_control,2,negative,2,M   U   G   X
19,ec,2,positive,11,B   R   O   L
19,gen,2,positive,11,F   R   O   B
19,ec,8,positive,8,B   R   O   F
19,gen,5,positive,9,B   L   O   R
