subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
66,gen,1,negative,19,B   L   O   R
66,ec,8,negative,12,B   O   R   L
66,gen,3,positive,15,D   A   N   S
66,ec,7,positive,6,S   P   A   D
66,ec,6,negative,8,J   O   L   F
66,gen_control,4,negative,2,H   Y   T   V
66,gen,4,positive,18,W   A   P   S
66,ec,4,negative,16,L   O   B   F
66,ec,7,negative,17,B   R   O   L
66,gen_control,3,positive,0,K   M   I   X
66,gen,4,negative,19,F   L   O   R
66,ec,8,positive,19,S   W   A   P
66,ec,5,positive,19,W   A   D   S
66,gen,2,positive,18,P   A   N   D
66,ec,6,positive,17,D   A   P   S
66,ec,2,negative,11,F   R   O   L
66,gen,8,positive,16,P   A   N   S
66,gen,6,positive,17,W   A   N   S
66,gen_control,2,negative,3,Z   E   V   T
66,ec,1,positive,19,N   A   P   S
66,ec_control,2,positive,1,K   I   G   M
66,gen,1,positive,13,S   P   A   W
66,ec_control,1,positive,12,G   M   U   X
66,gen_control,3,negative,0,T   V   Y   Z
66,gen_control,2,positive,1,M   U   G   X
66,ec,5,negative,15,B   R   O   F
66,ec_control,1,negative,14,T   E   H   V
66,ec,2,positive,18,S   N   A   D
66,gen,3,negative,19,L   O   R   B
66,gen,7,positive,14,D   W   A   P
66,gen,5,positive,19,S   N   A   W
66,gen,8,negative,11,J   O   R   F
66,ec,4,positive,18,S   W   A   D
66,gen_control,4,positive,12,G   I   K   M
66,gen,6,negative,17,B   L   O   F
66,gen_control,1,positive,15,K   U   M   X
66,gen,7,negative,15,J   O   R   B
66,gen,2,negative,16,B   O   L   F
66,gen_control,1,negative,5,V   E   H   T
66,ec_control,2,negative,0,H   Y   V   Z
66,ec,3,positive,14,P   A   W   S
66,gen,5,negative,19,F   R   O   B
66,ec,1,negative,19,F   O   R   B
66,ec,3,negative,19,B   O   R   F
