subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
105,gen,4,positive,4,W   A   D   S
105,gen,5,positive,4,N   A   P   S
105,ec,4,negative,5,F   R   O   B
105,ec,8,positive,1,S   N   A   W
105,gen,6,positive,7,S   P   A   W
105,ec,6,negative,6,B   L   O   R
105,gen,5,negative,5,J   O   R   B
105,ec,4,positive,2,P   A   N   D
105,gen_control,1,positive,5,V   E   H   T
105,gen,8,positive,13,S   N   A   D
105,gen_control,2,positive,4,Z   E   V   T
105,gen_control,3,negative,3,K   M   I   X
105,ec_control,2,negative,1,K   I   G   M
105,gen_control,2,negative,2,M   U   G   X
105,gen_control,4,positive,2,H   Y   T   V
105,gen,1,positive,2,S   W   A   D
105,ec,5,negative,1,F   L   O   R
105,gen_control,1,negative,2,K   U   M   X
105,gen_control,3,positive,16,T   V   Y   Z
105,gen,7,negative,3,F   R   O   L
105,ec_control,1,positive,2,T   E   H   V
105,gen,2,negative,3,L   O   B   F
105,ec,7,positive,5,P   A   N   S
105,gen,3,negative,2,B   O   R   F
105,ec,8,negative,2,J   O   R   F
105,gen,4,negative,2,B   R   O   F
105,ec_control,1,negative,2,G   M   U   X
105,gen_control,4,negative,2,G   I   K   M
105,ec,3,positive,2,P   A   W   S
105,ec,5,positive,2,W   A   N   S
105,ec,7,negative,2,L   O   R   B
105,ec,1,positive,2,W   A   P   S
105,gen,6,negative,2,B   O   L   F
105,ec,6,positive,2,D   A   N   S
105,ec,2,positive,2,S   W   A   P
105,gen,1,negative,2,F   O   R   B
105,ec,3,negative,2,J   O   L   F
105,gen,3,positive,2,D   A   P   S
105,ec,2,negative,2,B   L   O   F
105,ec,1,negative,2,B   R   O   L
105,gen,2,positive,2,S   P   A   D
105,gen,8,negative,2,B   O   R   L
105,gen,7,positive,2,D   W   A   P
105,ec_control,2,positive,2,H   Y   V   Z
