subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
102,gen,5,negative,8,L   E   M   K
102,gen,5,positive,8,D   U   G   T
102,ec,4,positive,8,G   U   T   Z
102,ec,6,negative,9,C   E   L   M
102,ec,1,negative,10,K   L   E   M
102,ec,5,positive,4,N   U   G   Z
102,gen_control,2,negative,4,B   J   O   F
102,gen,3,negative,14,C   H   E   L
102,ec,1,positive,2,G   N   U   D
102,ec,8,positive,2,Z   U   D   T
102,ec,3,negative,15,M   E   C   H
102,gen,2,positive,0,T   N   U   D
102,gen,8,positive,15,T   U   N   G
102,gen,1,positive,0,T   U   G   Z
102,ec,4,negative,8,K   E   H   M
102,gen,7,positive,7,Z   U   N   D
102,gen,6,negative,10,H   E   M   K
102,gen_control,3,negative,2,J   I   B   F
102,ec_control,2,positive,1,P   Y   W   S
102,gen_control,2,positive,3,S   W   Y   P
102,gen,7,negative,3,M   E   H   K
102,gen_control,1,negative,3,F   O   R   B
102,gen,4,positive,7,G   U   N   D
102,gen_control,4,positive,0,P   S   A   V
102,gen,6,positive,12,Z   U   N   G
102,ec,2,negative,13,C   L   E   M
102,ec,3,positive,13,D   U   N   T
102,gen,1,negative,7,K   L   E   H
102,ec,6,positive,8,D   U   T   Z
102,gen,4,negative,10,C   E   L   K
102,ec_control,1,negative,12,J   O   R   F
102,ec,8,negative,9,C   H   E   K
102,gen,3,positive,1,D   N   U   G
102,ec,7,positive,4,Z   U   N   T
102,gen_control,3,positive,14,W   A   P   S
102,ec,7,negative,11,K   E   C   H
102,gen_control,4,negative,16,B   I   R   F
102,ec,2,positive,14,G   U   N   T
102,gen,2,negative,8,C   L   E   K
102,gen_control,1,positive,1,S   P   Y   V
102,ec_control,1,positive,16,V   A   S   P
102,ec_control,2,negative,15,F   R   I   B
102,ec,5,negative,6,K   E   L   M
102,gen,8,negative,6,H   E   L   K
