subjnr,stimulus_type,stimulus_number,us_valence,eval_rating,cs_filename
48,gen_control,3,positive,16,W   A   P   S
48,ec,4,negative,9,N   U   G   Z
48,gen,1,negative,10,Z   U   N   T
48,ec,5,positive,10,H   E   M   K
48,gen,2,negative,10,Z   U   N   D
48,gen_control,2,positive,10,S   W   Y   P
48,gen,4,negative,10,T   U   N   G
48,ec,8,positive,12,K   E   H   M
48,ec,7,positive,10,C   E   L   M
48,ec,2,negative,10,G   U   T   Z
48,ec,6,negative,10,D   U   T   Z
48,gen,4,positive,10,C   H   E   L
48,gen,8,positive,10,C   L   E   M
48,gen,6,negative,10,D   U   N   T
48,ec,5,negative,10,D   U   G   T
48,ec,3,negative,10,T   U   G   Z
48,ec,6,positive,10,L   E   M   K
48,ec,7,negative,8,T   N   U   D
48,gen,8,negative,8,G   N   U   D
48,gen,5,negative,8,G   U   N   D
48,ec,2,positive,10,H   E   L   K
48,gen_control,2,negative,1,B   J   O   F
48,ec,4,positive,10,C   L   E   K
48,ec,1,positive,10,M   E   C   H
48,gen_control,1,negative,1,F   O   R   B
48,gen,1,positive,10,K   E   L   M
48,ec_control,2,positive,10,P   Y   W   S
48,gen,3,negative,10,D   N   U   G
48,gen_control,4,negative,10,B   I   R   F
48,gen,6,positive,10,C   H   E   K
48,ec,8,negative,10,Z   U   N   G
48,gen,7,negative,10,G   U   N   T
48,gen_control,3,negative,10,J   I   B   F
48,ec_control,1,negative,18,J   O   R   F
48,gen_control,4,positive,10,P   S   A   V
48,gen,2,positive,10,M   E   H   K
48,ec_control,1,positive,0,V   A   S   P
48,ec,1,negative,1,Z   U   D   T
48,gen,3,positive,10,K   E   C   H
48,gen_control,1,positive,0,S   P   Y   V
48,ec_control,2,negative,9,F   R   I   B
48,ec,3,positive,9,C   E   L   K
48,gen,7,positive,9,K   L   E   H
48,gen,5,positive,9,K   L   E   M
