subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
72;1;1;2.5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.07;0;1;0;0;0.008;1
72;1;2;5.0;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.12;0;1;0;0;0.008;3
72;1;3;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.128;1;1;0;0;0.008;4
72;1;4;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.07800000000000001;1;1;0;0;0.008;1
72;1;5;2.5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.08600000000000002;1;-1;1;1;0.008;3
72;1;6;5.0;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.136;1;-1;1;1;0.008;6
72;1;7;5.0;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.128;-1;-1;1;1;0.008;5
72;1;8;2.5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.07800000000000001;-1;1;2;2;0.004;1
72;1;9;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Keyboard 3.jpg;0.128;-1;-1;1;1;0.008;6
72;1;10;5.0;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.12;-1;-1;1;1;0.008;5
72;1;11;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.12;-1;-1;1;1;0.008;6
72;1;12;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.11199999999999999;-1;-1;1;1;0.008;6
72;1;13;2.5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.08200000000000002;1;-1;3;3;0.004;4
72;1;14;2.5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Paper 5.jpg;0.07800000000000001;-1;-1;3;3;0.004;3
72;1;15;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.07400000000000001;-1;1;4;4;0.002;2
72;1;16;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.07600000000000001;1;1;4;4;0.002;2
72;2;1;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.10399999999999998;-1;-1;1;1;0.008;5
72;2;2;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.07800000000000001;1;1;4;4;0.002;2
72;2;3;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.10399999999999998;-1;-1;1;1;0.008;5
72;2;4;5.0;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Roofing 1.jpg;0.10399999999999998;-1;-1;1;1;0.008;5
72;2;5;2.5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.08000000000000002;1;-1;5;5;0.002;3
72;2;6;5.0;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Neutral face 4.jpg;0.10399999999999998;-1;-1;1;1;0.008;5
72;2;7;2.5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.07800000000000001;-1;-1;5;5;0.002;3
