subjnr;adaptation_target;us_valence;eval_rating;cs_filename
15;pas_2.5;positive;0;Z   U   N   G
15;pas_5;negative;9;B   J   O   F
15;pas_5;positive;13;W   A   P   S
15;pas_5;negative;10;J   O   R   B
15;pas_5;negative;12;F   O   R   B
15;pas_2.5;positive;6;T   U   G   Z
15;pas_5;positive;7;S   A   P   V
15;pas_2.5;negative;2;K   L   E   M
15;pas_5;negative;4;R   O   B   F
15;pas_2.5;positive;5;G   N   U   Z
15;pas_2.5;negative;3;K   E   H   M
15;pas_2.5;negative;5;K   L   E   H
15;pas_5;positive;0;V   A   S   P
15;pas_5;positive;10;S   W   A   P
15;pas_2.5;negative;9;H   E   M   K
15;pas_5;positive;9;S   P   A   V
15;pas_5;positive;9;P   S   A   V
15;pas_2.5;negative;9;H   E   L   K
15;pas_5;negative;9;J   O   B   F
15;pas_2.5;positive;4;Z   U   N   T
15;pas_5;negative;7;B   O   R   F
15;pas_5;negative;8;F   R   O   B
15;pas_2.5;negative;8;K   E   L   M
15;pas_2.5;negative;5;M   E   H   K
15;pas_5;positive;6;V   A   P   S
15;pas_5;positive;8;S   V   A   W
15;pas_2.5;positive;8;N   U   G   Z
15;pas_2.5;positive;8;G   U   N   T
15;pas_2.5;positive;2;T   U   N   G
15;pas_2.5;negative;9;L   E   M   K
15;pas_5;negative;9;J   O   R   F
15;pas_2.5;positive;11;G   U   T   Z
