subjnr;adaptation_target;us_valence;eval_rating;cs_filename
97;pas_2.5;positive;15;J   O   R   B
97;pas_2.5;negative;5;S   A   P   V
97;pas_5;positive;9;Z   U   N   T
97;pas_2.5;negative;9;S   V   A   W
97;pas_5;positive;0;N   U   G   Z
97;pas_2.5;negative;19;V   A   S   P
97;pas_5;positive;19;G   N   U   Z
97;pas_5;negative;16;K   E   H   M
97;pas_2.5;positive;16;B   O   R   F
97;pas_5;negative;16;H   E   L   K
97;pas_5;negative;19;K   L   E   M
97;pas_2.5;negative;0;P   S   A   V
97;pas_5;positive;0;Z   U   N   G
97;pas_5;negative;11;H   E   M   K
97;pas_2.5;positive;8;F   R   O   B
97;pas_2.5;negative;8;W   A   P   S
97;pas_5;negative;19;K   L   E   H
97;pas_5;positive;11;T   U   N   G
97;pas_2.5;positive;16;B   J   O   F
97;pas_2.5;positive;19;J   O   R   F
97;pas_2.5;positive;16;J   O   B   F
97;pas_5;negative;15;L   E   M   K
97;pas_2.5;positive;13;F   O   R   B
97;pas_2.5;negative;0;V   A   P   S
97;pas_5;positive;4;G   U   N   T
97;pas_2.5;positive;15;R   O   B   F
97;pas_5;negative;17;M   E   H   K
97;pas_2.5;negative;10;S   W   A   P
97;pas_5;positive;16;G   U   T   Z
97;pas_2.5;negative;5;S   P   A   V
97;pas_5;positive;3;T   U   G   Z
97;pas_5;negative;19;K   E   L   M
