subjnr;adaptation_target;us_valence;eval_rating;cs_filename
68;pas_5;negative;12;G   U   T   Z
68;pas_5;positive;15;L   E   M   K
68;pas_2.5;positive;11;S   V   A   W
68;pas_2.5;positive;9;V   A   S   P
68;pas_2.5;negative;7;F   R   O   B
68;pas_5;negative;11;Z   U   N   T
68;pas_5;positive;13;M   E   H   K
68;pas_5;negative;13;N   U   G   Z
68;pas_5;negative;12;Z   U   N   G
68;pas_2.5;positive;7;P   S   A   V
68;pas_5;negative;13;G   U   N   T
68;pas_2.5;negative;7;F   O   R   B
68;pas_5;negative;13;G   N   U   Z
68;pas_2.5;negative;7;J   O   R   F
68;pas_2.5;positive;13;S   A   P   V
68;pas_5;negative;14;T   U   G   Z
68;pas_5;positive;13;K   L   E   H
68;pas_2.5;positive;15;S   W   A   P
68;pas_2.5;positive;10;W   A   P   S
68;pas_2.5;negative;5;J   O   R   B
68;pas_2.5;negative;6;R   O   B   F
68;pas_5;positive;12;K   L   E   M
68;pas_2.5;positive;14;S   P   A   V
68;pas_2.5;negative;4;B   O   R   F
68;pas_5;positive;13;K   E   H   M
68;pas_2.5;negative;3;J   O   B   F
68;pas_5;positive;11;K   E   L   M
68;pas_5;positive;12;H   E   M   K
68;pas_5;negative;7;T   U   N   G
68;pas_2.5;negative;4;B   J   O   F
68;pas_2.5;positive;8;V   A   P   S
68;pas_5;positive;8;H   E   L   K
