subjnr;adaptation_target;us_valence;eval_rating;cs_filename
98;pas_2.5;negative;18;F   R   O   B
98;pas_2.5;negative;13;F   O   R   B
98;pas_2.5;positive;15;S   V   A   W
98;pas_2.5;negative;17;J   O   R   B
98;pas_5;positive;8;G   U   T   Z
98;pas_5;negative;11;K   L   E   H
98;pas_5;positive;14;G   U   N   T
98;pas_5;positive;16;Z   U   N   G
98;pas_2.5;positive;18;S   P   A   V
98;pas_2.5;positive;11;V   A   P   S
98;pas_5;negative;5;H   E   M   K
98;pas_5;positive;5;Z   U   N   T
98;pas_5;positive;13;T   U   N   G
98;pas_5;positive;3;G   N   U   Z
98;pas_2.5;negative;8;J   O   B   F
98;pas_5;negative;9;K   E   L   M
98;pas_2.5;negative;12;B   J   O   F
98;pas_2.5;positive;14;W   A   P   S
98;pas_2.5;positive;4;P   S   A   V
98;pas_2.5;positive;15;S   W   A   P
98;pas_5;negative;16;M   E   H   K
98;pas_5;negative;9;K   L   E   M
98;pas_2.5;positive;12;V   A   S   P
98;pas_5;positive;3;N   U   G   Z
98;pas_2.5;positive;2;S   A   P   V
98;pas_2.5;negative;16;B   O   R   F
98;pas_2.5;negative;17;J   O   R   F
98;pas_5;negative;7;L   E   M   K
98;pas_5;positive;5;T   U   G   Z
98;pas_5;negative;10;H   E   L   K
98;pas_5;negative;12;K   E   H   M
98;pas_2.5;negative;8;R   O   B   F
