subjnr;adaptation_target;us_valence;eval_rating;cs_filename
111;pas_5;positive;10;S   W   A   P
111;pas_2.5;negative;10;H   E   L   K
111;pas_5;negative;7;B   J   O   F
111;pas_2.5;positive;4;N   U   G   Z
111;pas_2.5;positive;12;T   U   N   G
111;pas_5;negative;12;J   O   R   B
111;pas_2.5;negative;8;K   E   H   M
111;pas_2.5;negative;3;K   L   E   H
111;pas_2.5;negative;5;M   E   H   K
111;pas_5;positive;10;W   A   P   S
111;pas_2.5;positive;2;Z   U   N   T
111;pas_2.5;negative;4;K   L   E   M
111;pas_2.5;positive;5;G   N   U   Z
111;pas_5;positive;13;S   V   A   W
111;pas_5;negative;12;J   O   R   F
111;pas_5;positive;11;S   A   P   V
111;pas_2.5;negative;5;K   E   L   M
111;pas_5;negative;9;J   O   B   F
111;pas_5;negative;14;F   O   R   B
111;pas_5;negative;14;F   R   O   B
111;pas_2.5;positive;11;T   U   G   Z
111;pas_2.5;negative;9;L   E   M   K
111;pas_5;positive;10;V   A   S   P
111;pas_2.5;negative;11;H   E   M   K
111;pas_5;negative;16;B   O   R   F
111;pas_5;positive;12;S   P   A   V
111;pas_5;positive;9;P   S   A   V
111;pas_2.5;positive;3;G   U   N   T
111;pas_2.5;positive;5;G   U   T   Z
111;pas_5;negative;12;R   O   B   F
111;pas_2.5;positive;4;Z   U   N   G
111;pas_5;positive;9;V   A   P   S
