subjnr;adaptation_target;us_valence;eval_rating;cs_filename
16;pas_2.5;negative;7;G   N   U   Z
16;pas_5;negative;7;R   O   B   F
16;pas_5;negative;7;B   O   R   F
16;pas_2.5;negative;8;N   U   G   Z
16;pas_5;negative;12;J   O   B   F
16;pas_5;negative;11;J   O   R   F
16;pas_5;positive;7;S   V   A   W
16;pas_2.5;positive;9;H   E   M   K
16;pas_2.5;positive;10;M   E   H   K
16;pas_2.5;positive;11;H   E   L   K
16;pas_5;negative;10;F   O   R   B
16;pas_5;positive;10;V   A   S   P
16;pas_2.5;positive;10;K   L   E   H
16;pas_5;positive;9;W   A   P   S
16;pas_5;positive;8;P   S   A   V
16;pas_5;negative;10;B   J   O   F
16;pas_5;positive;9;S   A   P   V
16;pas_2.5;negative;10;Z   U   N   T
16;pas_2.5;positive;11;K   L   E   M
16;pas_5;negative;11;J   O   R   B
16;pas_5;positive;10;S   P   A   V
16;pas_2.5;positive;12;K   E   H   M
16;pas_2.5;positive;12;K   E   L   M
16;pas_2.5;negative;8;G   U   T   Z
16;pas_2.5;negative;7;T   U   N   G
16;pas_5;positive;8;V   A   P   S
16;pas_2.5;positive;9;L   E   M   K
16;pas_2.5;negative;10;Z   U   N   G
16;pas_2.5;negative;9;G   U   N   T
16;pas_2.5;negative;10;T   U   G   Z
16;pas_5;negative;12;F   R   O   B
16;pas_5;positive;11;S   W   A   P
