subjnr;adaptation_target;us_valence;eval_rating;cs_filename
14;pas_2.5;negative;9;G   U   T   Z
14;pas_2.5;positive;10;H   E   L   K
14;pas_2.5;positive;9;K   L   E   M
14;pas_5;positive;10;B   O   R   F
14;pas_2.5;negative;10;Z   U   N   T
14;pas_5;positive;10;J   O   B   F
14;pas_2.5;negative;10;Z   U   N   G
14;pas_2.5;negative;13;G   U   N   T
14;pas_2.5;negative;9;N   U   G   Z
14;pas_2.5;negative;10;T   U   G   Z
14;pas_5;negative;8;V   A   P   S
14;pas_2.5;negative;10;G   N   U   Z
14;pas_5;positive;10;J   O   R   F
14;pas_2.5;positive;10;M   E   H   K
14;pas_5;negative;13;S   V   A   W
14;pas_5;positive;9;F   R   O   B
14;pas_2.5;positive;10;H   E   M   K
14;pas_2.5;positive;10;K   E   L   M
14;pas_5;negative;16;S   W   A   P
14;pas_5;positive;9;F   O   R   B
14;pas_2.5;positive;10;K   L   E   H
14;pas_5;positive;10;B   J   O   F
14;pas_5;negative;13;V   A   S   P
14;pas_5;positive;10;R   O   B   F
14;pas_5;positive;10;J   O   R   B
14;pas_5;negative;9;P   S   A   V
14;pas_2.5;positive;10;K   E   H   M
14;pas_2.5;negative;10;T   U   N   G
14;pas_5;negative;11;S   A   P   V
14;pas_5;negative;13;W   A   P   S
14;pas_2.5;positive;10;L   E   M   K
14;pas_5;negative;10;S   P   A   V
