subjnr;adaptation_target;us_valence;eval_rating;cs_filename
18;pas_2.5;positive;11;S   W   A   P
18;pas_5;negative;8;K   E   L   M
18;pas_5;negative;7;K   L   E   M
18;pas_5;negative;8;H   E   L   K
18;pas_2.5;positive;7;S   V   A   W
18;pas_2.5;negative;6;F   O   R   B
18;pas_2.5;positive;5;S   A   P   V
18;pas_5;positive;9;Z   U   N   G
18;pas_2.5;positive;7;P   S   A   V
18;pas_2.5;negative;7;F   R   O   B
18;pas_5;positive;8;G   U   T   Z
18;pas_5;positive;8;G   U   N   T
18;pas_5;negative;8;H   E   M   K
18;pas_2.5;negative;6;B   O   R   F
18;pas_5;positive;9;T   U   G   Z
18;pas_2.5;positive;8;V   A   S   P
18;pas_5;negative;11;K   L   E   H
18;pas_5;positive;6;N   U   G   Z
18;pas_2.5;negative;9;J   O   R   B
18;pas_2.5;negative;10;B   J   O   F
18;pas_2.5;negative;9;J   O   R   F
18;pas_5;positive;8;T   U   N   G
18;pas_2.5;positive;8;S   P   A   V
18;pas_5;negative;7;K   E   H   M
18;pas_5;positive;7;Z   U   N   T
18;pas_2.5;positive;6;V   A   P   S
18;pas_2.5;negative;7;R   O   B   F
18;pas_2.5;negative;6;J   O   B   F
18;pas_5;negative;6;M   E   H   K
18;pas_5;positive;10;G   N   U   Z
18;pas_2.5;positive;11;W   A   P   S
18;pas_5;negative;9;L   E   M   K
