subjnr;adaptation_target;us_valence;eval_rating;cs_filename
99;pas_2.5;negative;12;S   W   A   P
99;pas_2.5;negative;9;V   A   P   S
99;pas_2.5;negative;1;S   P   A   V
99;pas_5;positive;15;K   E   L   M
99;pas_2.5;positive;15;F   O   R   B
99;pas_5;positive;6;L   E   M   K
99;pas_2.5;negative;10;W   A   P   S
99;pas_5;negative;2;Z   U   N   T
99;pas_2.5;negative;5;V   A   S   P
99;pas_2.5;negative;5;S   V   A   W
99;pas_5;positive;15;M   E   H   K
99;pas_5;negative;7;G   U   N   T
99;pas_2.5;negative;2;S   A   P   V
99;pas_2.5;positive;3;F   R   O   B
99;pas_5;positive;19;H   E   L   K
99;pas_5;negative;0;T   U   N   G
99;pas_2.5;positive;5;J   O   R   B
99;pas_2.5;negative;3;P   S   A   V
99;pas_5;positive;18;K   L   E   H
99;pas_5;negative;3;N   U   G   Z
99;pas_5;negative;1;G   U   T   Z
99;pas_2.5;positive;10;R   O   B   F
99;pas_5;positive;15;H   E   M   K
99;pas_2.5;positive;4;J   O   R   F
99;pas_5;negative;4;Z   U   N   G
99;pas_2.5;positive;4;B   J   O   F
99;pas_5;positive;8;K   L   E   M
99;pas_5;positive;12;K   E   H   M
99;pas_2.5;positive;3;J   O   B   F
99;pas_5;negative;3;G   N   U   Z
99;pas_5;negative;2;T   U   G   Z
99;pas_2.5;positive;2;B   O   R   F
