subjnr;adaptation_target;us_valence;eval_rating;cs_filename
4;pas_2.5;positive;12;S   P   A   V
4;pas_5;negative;4;G   N   U   Z
4;pas_2.5;positive;12;S   A   P   V
4;pas_5;negative;6;G   U   N   T
4;pas_2.5;negative;10;J   O   B   F
4;pas_5;negative;6;G   U   T   Z
4;pas_5;negative;5;Z   U   N   T
4;pas_2.5;negative;12;F   O   R   B
4;pas_2.5;negative;11;J   O   R   F
4;pas_2.5;negative;9;R   O   B   F
4;pas_2.5;positive;12;V   A   P   S
4;pas_5;positive;12;L   E   M   K
4;pas_2.5;negative;13;B   O   R   F
4;pas_5;negative;10;Z   U   N   G
4;pas_5;negative;10;T   U   N   G
4;pas_5;positive;13;H   E   M   K
4;pas_2.5;negative;14;F   R   O   B
4;pas_5;positive;7;M   E   H   K
4;pas_2.5;positive;11;S   V   A   W
4;pas_5;negative;9;N   U   G   Z
4;pas_2.5;positive;14;W   A   P   S
4;pas_2.5;negative;13;B   J   O   F
4;pas_5;positive;13;H   E   L   K
4;pas_5;positive;7;K   E   H   M
4;pas_5;negative;10;T   U   G   Z
4;pas_5;positive;12;K   E   L   M
4;pas_2.5;positive;15;V   A   S   P
4;pas_5;positive;13;K   L   E   H
4;pas_5;positive;13;K   L   E   M
4;pas_2.5;negative;12;J   O   R   B
4;pas_2.5;positive;10;P   S   A   V
4;pas_2.5;positive;17;S   W   A   P
