subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
32;1;1;5.0;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.12;0;1;0;0;0.008;1
32;1;2;5.0;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.128;1;1;0;0;0.008;3
32;1;3;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.136;1;1;0;0;0.008;2
32;1;4;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.07;0;1;0;0;0.008;1
32;1;5;5.0;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.144;1;1;0;0;0.008;4
32;1;6;2.5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.078;1;1;0;0;0.008;1
32;1;7;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Destruction 9.jpg;0.086;1;1;0;0;0.008;2
32;1;8;2.5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.094;1;1;0;0;0.008;2
32;1;9;2.5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.102;1;1;0;0;0.008;1
32;1;10;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Prison 1.jpg;0.152;1;1;0;0;0.008;5
32;1;11;5.0;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Keyboard 2.jpg;0.152;1;-1;1;1;0.008;6
32;1;12;2.5;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.11;1;1;0;0;0.008;2
32;1;13;5.0;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.144;-1;-1;1;1;0.008;5
32;1;14;2.5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.118;1;-1;1;1;0.008;5
32;1;15;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.144;-1;-1;1;1;0.008;5
32;1;16;2.5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.11;-1;-1;1;1;0.008;4
32;2;1;5.0;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.144;-1;-1;1;1;0.008;5
32;2;2;2.5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.102;-1;1;2;2;0.004;2
32;2;3;5.0;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.144;-1;-1;1;1;0.008;5
32;2;4;5.0;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.144;-1;-1;1;1;0.008;5
32;2;5;2.5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Bark 1.jpg;0.106;1;1;2;2;0.004;2
32;2;6;2.5;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.11;1;1;2;2;0.004;2
32;2;7;2.5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.114;1;1;2;2;0.004;1
32;2;8;5.0;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.144;-1;1;2;2;0.004;1
32;2;9;5.0;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.148;1;1;2;2;0.004;5
